time,Sacramento,pts.away,score,pts.home,Houston
0:34.0,,,86-94,,Personal foul by C. Capela (drawn by D. Fox)
0:34.0,B. Hield enters the game for D. Fox,,86-94,,
0:30.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,88-94,,
0:30.0,,,88-94,,Houston full timeout
0:29.0,Personal take foul by J. Jackson (drawn by P. Tucker),,88-94,,
0:29.0,,,88-94,,R. Anderson enters the game for C. Capela
0:28.0,Personal take foul by B. Bogdanovic (drawn by J. Johnson),,88-94,,
0:28.0,,,88-95,1,J. Johnson makes free throw 1 of 2
0:28.0,,,88-95,,C. Capela enters the game for R. Anderson
0:28.0,,,88-96,1,J. Johnson makes free throw 2 of 2
0:28.0,Sacramento full timeout,,88-96,,
0:24.0,B. Bogdanovic makes 3-pt shot from 29 ft (assist by W. Cauley-Stein),3,91-96,,
0:22.0,Personal take foul by B. Hield (drawn by J. Johnson),,91-96,,
0:22.0,,,91-97,1,J. Johnson makes free throw 1 of 2
0:22.0,,,91-98,1,J. Johnson makes free throw 2 of 2
0:14.0,B. Bogdanovic misses 2-pt shot from 2 ft,,91-98,,
0:12.0,,,91-98,,Defensive rebound by J. Harden
0:10.0,Personal take foul by B. Hield (drawn by J. Harden),,91-98,,
0:10.0,,,91-99,1,J. Harden makes free throw 1 of 2
0:10.0,,,91-100,1,J. Harden makes free throw 2 of 2
0:02.0,B. Hield misses 3-pt shot from 24 ft (block by P. Tucker),,91-100,,
0:01.0,,,91-100,,Defensive rebound by P. Tucker
