time,Denver,pts.away,score,pts.home,Houston
3:12.0,Defensive rebound by T. Lyles,,93-122,,
3:02.0,J. Hernangomez misses 3-pt shot from 26 ft,,93-122,,
3:02.0,,,93-122,,Defensive rebound by T. Black
2:40.0,,,93-124,2,G. Green makes 2-pt shot from 12 ft
2:31.0,T. Lyles makes 2-pt shot at rim (assist by M. Morris),2,95-124,,
2:31.0,Shooting foul by M. Brown (drawn by T. Lyles),,95-124,,
2:31.0,T. Lyles makes free throw 1 of 1,1,96-124,,
2:20.0,,,96-124,,Turnover by T. Black (lost ball; steal by J. Hernangomez)
2:14.0,M. Beasley makes 2-pt shot from 1 ft,2,98-124,,
1:53.0,,,98-124,,G. Green misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by M. Beasley,,98-124,,
1:37.0,M. Morris makes 2-pt shot from 11 ft,2,100-124,,
1:16.0,,,100-124,,P. Tucker misses 2-pt shot from 20 ft
1:14.0,,,100-124,,Offensive rebound by P. Tucker
1:09.0,,,100-127,3,G. Green makes 3-pt shot from 25 ft (assist by P. Tucker)
1:00.0,J. Hernangomez makes 2-pt shot at rim (assist by M. Morris),2,102-127,,
0:51.0,,,102-130,3,M. Brown makes 3-pt shot from 24 ft
0:45.0,,,102-130,,Personal foul by T. Black (drawn by M. Beasley)
0:36.0,Shooting foul by T. Black (drawn by M. Morris),,102-130,,
0:36.0,M. Morris makes free throw 1 of 2,1,103-130,,
0:36.0,M. Morris makes free throw 2 of 2,1,104-130,,
0:19.0,,,104-130,,G. Green misses 2-pt shot at rim
0:17.0,Defensive rebound by T. Lyles,,104-130,,
0:14.0,Turnover by T. Lyles (bad pass; steal by T. Black),,104-130,,
