time,Boston,pts.away,score,pts.home,Miami
1:55.0,Turnover by J. Brown (bad pass; steal by J. Winslow),,88-84,,
1:53.0,,,88-86,2,G. Dragic makes 2-pt shot from 2 ft (assist by J. Winslow)
1:38.0,K. Irving makes 2-pt shot from 1 ft (assist by A. Horford),2,90-86,,
1:18.0,,,90-86,,Turnover by J. Richardson (lost ball; steal by M. Smart)
1:09.0,K. Irving misses 2-pt shot from 5 ft (block by J. Winslow),,90-86,,
1:09.0,Offensive rebound by Team,,90-86,,
0:57.0,K. Irving makes 3-pt shot from 25 ft,3,93-86,,
0:57.0,,,93-86,,Miami full timeout
0:57.0,,,93-86,,T. Johnson enters the game for B. Adebayo
0:57.0,,,93-86,,K. Olynyk enters the game for J. Winslow
0:52.0,,,93-88,2,J. Johnson makes 2-pt shot from 1 ft
0:30.0,A. Horford misses 3-pt shot from 23 ft,,93-88,,
0:25.0,Offensive rebound by M. Smart,,93-88,,
0:21.0,,,93-88,,Personal foul by G. Dragic (drawn by K. Irving)
0:21.0,K. Irving makes free throw 1 of 2,1,94-88,,
0:21.0,,,94-88,,J. Winslow enters the game for T. Johnson
0:21.0,K. Irving makes free throw 2 of 2,1,95-88,,
0:21.0,,,95-88,,Miami full timeout
0:21.0,,,95-88,,T. Johnson enters the game for J. Winslow
0:12.0,,,95-90,2,J. Johnson makes 2-pt shot from 1 ft
0:10.0,,,95-90,,Personal foul by J. Johnson (drawn by A. Horford)
0:10.0,A. Horford makes free throw 1 of 2,1,96-90,,
0:10.0,A. Horford misses free throw 2 of 2,,96-90,,
0:08.0,,,96-90,,Defensive rebound by K. Olynyk
0:04.0,,,96-90,,G. Dragic misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by J. Tatum,,96-90,,
