time,Sacramento,pts.away,score,pts.home,Denver
4:02.0,,,93-121,,Defensive rebound by T. Lyles
3:57.0,,,93-121,,D. Harris misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by Team,,93-121,,
3:57.0,,,93-121,,D. Arthur enters the game for M. Plumlee
3:53.0,D. Fox misses 2-pt shot from 19 ft,,93-121,,
3:50.0,,,93-121,,Defensive rebound by T. Lyles
3:38.0,,,93-123,2,T. Lyles makes 2-pt shot from 1 ft (assist by M. Beasley)
3:24.0,J. Jackson misses 3-pt shot from 22 ft,,93-123,,
3:22.0,,,93-123,,Defensive rebound by T. Lyles
3:00.0,,,93-123,,D. Arthur misses 2-pt shot from 11 ft
2:56.0,Defensive rebound by B. Caboclo,,93-123,,
2:51.0,B. Hield makes 2-pt shot from 1 ft (assist by D. Fox),2,95-123,,
2:43.0,,,95-123,,M. Beasley misses 2-pt shot from 3 ft
2:41.0,Defensive rebound by B. Caboclo,,95-123,,
2:36.0,D. Fox makes 2-pt shot from 3 ft,2,97-123,,
2:21.0,,,97-126,3,D. Arthur makes 3-pt shot from 24 ft (assist by R. Jefferson)
2:13.0,J. Jackson makes 3-pt shot from 25 ft (assist by D. Fox),3,100-126,,
1:56.0,,,100-128,2,T. Lyles makes 2-pt shot from 1 ft (assist by D. Harris)
1:39.0,B. Caboclo makes 2-pt shot from 14 ft (assist by B. Hield),2,102-128,,
1:16.0,,,102-130,2,T. Lyles makes 2-pt shot from 1 ft (assist by R. Jefferson)
1:10.0,B. Hield misses 3-pt shot from 25 ft,,102-130,,
1:04.0,,,102-130,,Defensive rebound by M. Beasley
0:56.0,,,102-130,,M. Beasley misses 3-pt shot from 22 ft
0:54.0,Defensive rebound by J. Jackson,,102-130,,
0:41.0,Shooting foul by T. Lyles (drawn by B. Caboclo),,102-130,,
0:41.0,B. Caboclo makes free throw 1 of 2,1,103-130,,
0:41.0,B. Caboclo makes free throw 2 of 2,1,104-130,,
0:27.0,,,104-130,,D. Arthur misses 3-pt shot from 24 ft
0:25.0,,,104-130,,Offensive rebound by M. Beasley
0:02.0,,,104-130,,Turnover by Team (shot clock)
