time,Detroit,pts.away,score,pts.home,Milwaukee
3:58.0,A. Tolliver misses 3-pt shot from 27 ft,,84-86,,
3:54.0,,,84-86,,Defensive rebound by E. Bledsoe
3:46.0,,,84-86,,Shooting foul by E. Moreland (drawn by G. Antetokounmpo)
3:46.0,,,84-87,1,G. Antetokounmpo makes free throw 1 of 2
3:46.0,A. Drummond enters the game for E. Moreland,,84-87,,
3:46.0,,,84-88,1,G. Antetokounmpo makes free throw 2 of 2
3:33.0,A. Tolliver makes 2-pt shot from 20 ft (assist by A. Bradley),2,86-88,,
3:33.0,Shooting foul by G. Antetokounmpo (drawn by A. Tolliver),,86-88,,
3:33.0,T. Harris enters the game for L. Kennard,,86-88,,
3:33.0,A. Tolliver makes free throw 1 of 1,1,87-88,,
3:17.0,,,87-90,2,K. Middleton makes 2-pt shot from 5 ft
3:02.0,A. Bradley misses 2-pt shot from 20 ft,,87-90,,
3:00.0,,,87-90,,Defensive rebound by K. Middleton
2:44.0,,,87-93,3,E. Bledsoe makes 3-pt shot from 27 ft (assist by K. Middleton)
2:21.0,I. Smith misses 2-pt shot from 9 ft,,87-93,,
2:17.0,,,87-93,,Defensive rebound by K. Middleton
2:04.0,,,87-93,,Turnover by E. Bledsoe (bad pass; steal by A. Tolliver)
1:56.0,A. Tolliver misses 3-pt shot from 22 ft,,87-93,,
1:55.0,Offensive rebound by A. Drummond,,87-93,,
1:55.0,A. Drummond makes 2-pt shot at rim,2,89-93,,
1:31.0,,,89-93,,K. Middleton misses 2-pt shot from 7 ft
1:29.0,Defensive rebound by A. Tolliver,,89-93,,
1:23.0,A. Bradley makes 3-pt shot from 23 ft (assist by T. Harris),3,92-93,,
1:23.0,,,92-93,,Milwaukee full timeout
1:09.0,,,92-93,,G. Antetokounmpo misses 2-pt shot from 12 ft
1:07.0,Defensive rebound by A. Drummond,,92-93,,
0:56.0,Shooting foul by J. Henson (drawn by A. Drummond),,92-93,,
0:55.0,A. Drummond makes free throw 1 of 2,1,93-93,,
0:55.0,A. Drummond misses free throw 2 of 2,,93-93,,
0:55.0,,,93-93,,Defensive rebound by T. Snell
0:42.0,,,93-95,2,E. Bledsoe makes 2-pt shot from 14 ft
0:22.0,Turnover by A. Bradley (lost ball; steal by G. Antetokounmpo),,93-95,,
0:17.0,Personal foul by A. Tolliver (drawn by E. Bledsoe),,93-95,,
0:16.0,Personal foul by I. Smith (drawn by E. Bledsoe),,93-95,,
0:16.0,,,93-96,1,E. Bledsoe makes free throw 1 of 2
0:16.0,,,93-97,1,E. Bledsoe makes free throw 2 of 2
0:16.0,Detroit full timeout,,93-97,,
0:13.0,A. Bradley makes 2-pt shot from 3 ft (assist by I. Smith),2,95-97,,
0:10.0,Personal foul by A. Drummond (drawn by T. Snell),,95-97,,
0:10.0,,,95-98,1,T. Snell makes free throw 1 of 2
0:10.0,,,95-99,1,T. Snell makes free throw 2 of 2
0:10.0,Detroit full timeout,,95-99,,
0:10.0,,,95-99,,M. Brogdon enters the game for J. Henson
0:10.0,L. Kennard enters the game for I. Smith,,95-99,,
0:02.0,Turnover by A. Tolliver (bad pass; steal by G. Antetokounmpo),,95-99,,
