time,Houston,pts.away,score,pts.home,New Orleans
0:22.0,,,103-99,,Personal take foul by N. Mirotic (drawn by L. Mbah a Moute)
0:22.0,L. Mbah a Moute makes free throw 1 of 2,1,104-99,,
0:22.0,L. Mbah a Moute makes free throw 2 of 2,1,105-99,,
0:17.0,,,105-101,2,J. Holiday makes 2-pt shot from 1 ft
0:17.0,,,105-101,,Shooting foul by P. Tucker (drawn by J. Holiday)
0:17.0,,,105-101,,D. Liggins enters the game for N. Mirotic
0:17.0,,,105-101,,J. Holiday misses free throw 1 of 1
0:14.0,Defensive rebound by C. Paul,,105-101,,
0:14.0,,,105-101,,Personal take foul by J. Holiday (drawn by C. Paul)
0:14.0,C. Paul makes free throw 1 of 2,1,106-101,,
0:14.0,C. Paul makes free throw 2 of 2,1,107-101,,
0:14.0,,,107-101,,New Orleans full timeout
0:14.0,,,107-101,,N. Mirotic enters the game for D. Liggins
0:10.0,,,107-101,,A. Davis misses 2-pt shot from 19 ft
0:06.0,Defensive rebound by C. Paul,,107-101,,
