time,Houston,pts.away,score,pts.home,LA Lakers
3:04.0,Turnover by G. Green (discontinued dribble),,100-94,,
2:52.0,,,100-96,2,A. Caruso makes 2-pt shot from 12 ft (assist by T. Ennis)
2:40.0,G. Green misses 3-pt shot from 25 ft,,100-96,,
2:37.0,,,100-96,,Defensive rebound by J. Hart
2:31.0,,,100-96,,A. Ingram misses 3-pt shot from 26 ft
2:27.0,Defensive rebound by T. Black,,100-96,,
2:20.0,T. Quarterman misses 3-pt shot from 25 ft,,100-96,,
2:17.0,,,100-96,,Defensive rebound by J. Hart
2:12.0,,,100-96,,A. Caruso misses 3-pt shot from 29 ft (block by Z. Qi)
2:10.0,Defensive rebound by G. Green,,100-96,,
2:02.0,Shooting foul by I. Zubac (drawn by G. Green),,100-96,,
2:02.0,G. Green makes free throw 1 of 2,1,101-96,,
2:02.0,G. Green makes free throw 2 of 2,1,102-96,,
1:50.0,,,102-96,,J. Hart misses 2-pt shot from 19 ft
1:45.0,Defensive rebound by T. Quarterman,,102-96,,
1:30.0,Offensive charge foul by G. Green (drawn by A. Caruso),,102-96,,
1:30.0,Turnover by G. Green (offensive foul),,102-96,,
1:08.0,,,102-96,,A. Caruso misses 2-pt shot from 9 ft (block by Z. Qi)
1:04.0,Defensive rebound by T. Ariza,,102-96,,
1:01.0,T. Ariza misses 3-pt shot from 23 ft,,102-96,,
0:57.0,,,102-96,,Defensive rebound by J. Hart
0:54.0,,,102-96,,J. Hart misses 3-pt shot from 24 ft
0:51.0,,,102-96,,Offensive rebound by A. Caruso
0:51.0,,,102-99,3,A. Ingram makes 3-pt shot from 25 ft (assist by A. Caruso)
0:32.0,Shooting foul by J. Hart (drawn by T. Quarterman),,102-99,,
0:32.0,T. Quarterman makes free throw 1 of 2,1,103-99,,
0:32.0,T. Quarterman makes free throw 2 of 2,1,104-99,,
0:32.0,,,104-99,,LA Lakers full timeout
0:32.0,,,104-99,,T. Wear enters the game for T. Ennis
0:32.0,,,104-99,,Turnover by A. Caruso (bad pass)
0:29.0,,,104-99,,Personal take foul by T. Wear (drawn by Z. Qi)
0:29.0,Z. Qi misses free throw 1 of 2,,104-99,,
0:29.0,Offensive rebound by Team,,104-99,,
0:29.0,Z. Qi makes free throw 2 of 2,1,105-99,,
0:19.0,,,105-99,,I. Zubac misses 2-pt shot from 12 ft
0:16.0,Defensive rebound by G. Green,,105-99,,
