time,Houston,pts.away,score,pts.home,Utah
2:18.0,,,109-84,2,J. Jerebko makes 2-pt shot from 6 ft (assist by R. Neto)
2:01.0,J. Johnson misses 2-pt shot from 9 ft,,109-84,,
1:58.0,,,109-84,,Defensive rebound by E. Udoh
1:54.0,,,109-84,,Shooting foul by J. Johnson (drawn by R. Neto)
1:54.0,,,109-85,1,R. Neto makes free throw 1 of 2
1:54.0,,,109-85,,T. Bradley enters the game for J. Jerebko
1:54.0,,,109-86,1,R. Neto makes free throw 2 of 2
1:40.0,R. Anderson makes 2-pt shot from 22 ft,2,111-86,,
1:20.0,,,111-86,,T. Bradley misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by G. Green,,111-86,,
1:02.0,T. Black misses 2-pt shot from 3 ft (block by E. Udoh),,111-86,,
0:59.0,,,111-86,,Defensive rebound by R. Neto
0:56.0,,,111-86,,A. Burks misses 2-pt shot from 2 ft
0:54.0,,,111-86,,Offensive rebound by T. Bradley
0:54.0,,,111-88,2,T. Bradley makes 2-pt shot at rim
0:45.0,,,111-88,,Personal foul by D. Stockton (drawn by R. Anderson)
0:38.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by R. Anderson),2,113-88,,
0:22.0,,,113-88,,R. Neto misses 2-pt shot from 3 ft
0:21.0,,,113-88,,Offensive rebound by Team
0:17.0,,,113-91,3,A. Burks makes 3-pt shot from 22 ft
0:17.0,,,113-91,,Shooting foul by T. Black (drawn by A. Burks)
0:17.0,,,113-92,1,A. Burks makes free throw 1 of 1
