time,Dallas,pts.away,score,pts.home,Houston
3:59.0,Offensive rebound by Team,,82-102,,
3:59.0,,,82-102,,Loose ball foul by T. Black (drawn by J. Withey)
3:59.0,,,82-102,,T. Williams enters the game for P. Tucker
3:43.0,Y. Ferrell misses 2-pt shot from 11 ft,,82-102,,
3:40.0,,,82-102,,Defensive rebound by Z. Qi
3:26.0,,,82-102,,Turnover by D. Jackson (bad pass; steal by D. Powell)
3:21.0,J. Withey makes 2-pt shot at rim (assist by Y. Ferrell),2,84-102,,
3:00.0,,,84-102,,T. Williams misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by D. Powell,,84-102,,
2:54.0,Dallas full timeout,,84-102,,
2:41.0,Shooting foul by T. Black (drawn by Y. Ferrell),,84-102,,
2:41.0,Y. Ferrell makes free throw 1 of 2,1,85-102,,
2:41.0,Y. Ferrell makes free throw 2 of 2,1,86-102,,
2:24.0,,,86-104,2,T. Williams makes 2-pt shot from 20 ft
2:08.0,G. Clavell misses 2-pt shot from 10 ft,,86-104,,
2:04.0,,,86-104,,Defensive rebound by T. Williams
1:59.0,,,86-104,,T. Williams misses 3-pt shot from 25 ft
1:56.0,,,86-104,,Offensive rebound by D. Jackson
1:49.0,,,86-107,3,B. Brown makes 3-pt shot from 25 ft
1:38.0,Y. Ferrell misses 3-pt shot from 25 ft,,86-107,,
1:34.0,,,86-107,,Defensive rebound by Z. Qi
1:24.0,,,86-107,,Turnover by B. Brown (bad pass; steal by M. Kleber)
1:21.0,M. Kleber makes 2-pt shot from 1 ft,2,88-107,,
1:21.0,Shooting foul by T. Williams (drawn by M. Kleber),,88-107,,
1:21.0,M. Kleber misses free throw 1 of 1,,88-107,,
1:19.0,,,88-107,,Defensive rebound by Z. Qi
0:59.0,,,88-107,,T. Williams misses 3-pt shot from 25 ft
0:57.0,,,88-107,,Offensive rebound by D. Jackson
0:57.0,,,88-107,,Turnover by Team (shot clock)
0:41.0,M. Kleber misses 3-pt shot from 23 ft,,88-107,,
0:38.0,,,88-107,,Defensive rebound by D. Jackson
0:35.0,,,88-107,,B. Brown misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by M. Kleber,,88-107,,
0:24.0,D. Powell makes 2-pt shot from 1 ft (assist by Y. Ferrell),2,90-107,,
0:24.0,Shooting foul by T. Black (drawn by D. Powell),,90-107,,
0:24.0,D. Powell makes free throw 1 of 1,1,91-107,,
0:00.0,,,91-107,,Turnover by Team (shot clock)
