time,Boston,pts.away,score,pts.home,Atlanta
3:31.0,M. Morris makes 2-pt shot from 20 ft (assist by A. Horford),2,99-91,,
3:19.0,,,99-93,2,K. Bazemore makes 2-pt shot from 2 ft
2:57.0,J. Brown makes 2-pt shot from 2 ft (assist by K. Irving),2,101-93,,
2:49.0,,,101-93,,Atlanta full timeout
2:49.0,,,101-93,,M. Belinelli enters the game for M. Delaney
2:49.0,J. Tatum enters the game for M. Morris,,101-93,,
2:43.0,Personal foul by K. Irving (drawn by D. Schroder),,101-93,,
2:43.0,,,101-94,1,D. Schroder makes free throw 1 of 2
2:43.0,,,101-95,1,D. Schroder makes free throw 2 of 2
2:20.0,J. Brown misses 3-pt shot from 25 ft,,101-95,,
2:16.0,Offensive rebound by M. Smart,,101-95,,
2:14.0,M. Smart makes 2-pt shot from 1 ft,2,103-95,,
2:04.0,,,103-95,,Turnover by K. Bazemore (lost ball; steal by J. Tatum)
2:00.0,Turnover by K. Irving (bad pass; steal by D. Schroder),,103-95,,
1:55.0,,,103-95,,Offensive charge foul by M. Belinelli (drawn by M. Smart)
1:55.0,,,103-95,,Turnover by M. Belinelli (offensive foul)
1:55.0,,,103-95,,M. Delaney enters the game for T. Waller-Prince
1:36.0,A. Horford misses 2-pt shot from 2 ft,,103-95,,
1:31.0,,,103-95,,Defensive rebound by D. Schroder
1:27.0,,,103-95,,Shooting foul by J. Tatum (drawn by K. Bazemore)
1:27.0,,,103-96,1,K. Bazemore makes free throw 1 of 2
1:27.0,,,103-97,1,K. Bazemore makes free throw 2 of 2
1:07.0,K. Irving makes 3-pt shot from 22 ft,3,106-97,,
0:59.0,,,106-97,,D. Schroder misses 2-pt shot from 2 ft
0:59.0,,,106-97,,Offensive rebound by J. Collins
0:59.0,,,106-99,2,J. Collins makes 2-pt shot at rim
0:40.0,Shooting foul by D. Schroder (drawn by K. Irving),,106-99,,
0:40.0,K. Irving makes free throw 1 of 2,1,107-99,,
0:40.0,K. Irving makes free throw 2 of 2,1,108-99,,
0:40.0,,,108-99,,Atlanta full timeout
0:40.0,,,108-99,,T. Cavanaugh enters the game for J. Collins
0:36.0,,,108-99,,T. Cavanaugh misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by J. Tatum,,108-99,,
0:14.0,K. Irving makes 2-pt shot from 4 ft,2,110-99,,
