time,Philadelphia,pts.away,score,pts.home,LA Clippers
7:10.0,,,88-89,,J. Evans misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by J. Redick,,88-89,,
6:53.0,A. Johnson misses 2-pt shot from 10 ft,,88-89,,
6:51.0,,,88-89,,Defensive rebound by L. Williams
6:47.0,Personal foul by J. Redick (drawn by L. Williams),,88-89,,
6:47.0,,,88-89,,LA Clippers full timeout
6:47.0,,,88-89,,W. Johnson enters the game for J. Evans
6:47.0,R. Covington enters the game for T. Luwawu-Cabarrot,,88-89,,
6:36.0,,,88-91,2,L. Williams makes 2-pt shot from 1 ft
6:25.0,,,88-91,,Personal foul by W. Johnson (drawn by J. Redick)
6:25.0,J. Embiid enters the game for A. Johnson,,88-91,,
6:14.0,J. Embiid misses 2-pt shot from 1 ft,,88-91,,
6:12.0,,,88-91,,Defensive rebound by B. Griffin
6:03.0,,,88-91,,Turnover by L. Williams (bad pass; steal by R. Covington)
5:58.0,Turnover by J. Redick (bad pass; steal by L. Williams),,88-91,,
5:37.0,,,88-94,3,L. Williams makes 3-pt shot from 25 ft (assist by B. Griffin)
5:37.0,Philadelphia full timeout,,88-94,,
5:16.0,B. Simmons makes 2-pt shot from 3 ft,2,90-94,,
4:51.0,,,90-94,,B. Griffin misses 3-pt shot from 27 ft
4:48.0,Defensive rebound by J. Embiid,,90-94,,
4:42.0,,,90-94,,Personal foul by B. Griffin (drawn by J. Embiid)
4:42.0,J. Embiid misses free throw 1 of 2,,90-94,,
4:42.0,Offensive rebound by Team,,90-94,,
4:42.0,J. Embiid misses free throw 2 of 2,,90-94,,
4:37.0,Offensive rebound by B. Simmons,,90-94,,
4:33.0,R. Covington makes 3-pt shot from 27 ft (assist by J. Redick),3,93-94,,
4:07.0,,,93-94,,A. Rivers misses 2-pt shot from 12 ft
4:05.0,Defensive rebound by J. Embiid,,93-94,,
3:53.0,Philadelphia full timeout,,93-94,,
3:50.0,J. Redick misses 3-pt shot from 26 ft,,93-94,,
3:47.0,,,93-94,,Defensive rebound by L. Williams
3:31.0,,,93-94,,A. Rivers misses 3-pt shot from 27 ft
3:31.0,Defensive rebound by R. Covington,,93-94,,
3:13.0,D. Saric misses 3-pt shot from 26 ft,,93-94,,
3:10.0,,,93-94,,Defensive rebound by W. Johnson
3:03.0,,,93-97,3,L. Williams makes 3-pt shot from 24 ft (assist by B. Griffin)
2:48.0,Shooting foul by D. Jordan (drawn by J. Embiid),,93-97,,
2:48.0,J. Embiid makes free throw 1 of 2,1,94-97,,
2:48.0,,,94-97,,S. Thornwell enters the game for W. Johnson
2:48.0,J. Embiid makes free throw 2 of 2,1,95-97,,
2:32.0,,,95-97,,Shooting foul by J. Embiid (drawn by A. Rivers)
2:32.0,,,95-97,,A. Rivers misses free throw 1 of 2
2:32.0,,,95-97,,Offensive rebound by Team
2:32.0,,,95-98,1,A. Rivers makes free throw 2 of 2
2:21.0,Shooting foul by D. Jordan (drawn by J. Embiid),,95-98,,
2:21.0,,,95-98,,W. Reed enters the game for D. Jordan
2:21.0,J. Embiid misses free throw 1 of 2,,95-98,,
2:21.0,Offensive rebound by Team,,95-98,,
2:21.0,J. Embiid misses free throw 2 of 2,,95-98,,
2:18.0,,,95-98,,Defensive rebound by B. Griffin
2:11.0,Personal foul by B. Simmons (drawn by A. Rivers),,95-98,,
2:11.0,,,95-99,1,A. Rivers makes free throw 1 of 2
2:11.0,,,95-100,1,A. Rivers makes free throw 2 of 2
2:01.0,J. Redick makes 3-pt shot from 23 ft (assist by J. Embiid),3,98-100,,
1:42.0,,,98-100,,B. Griffin misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by J. Embiid,,98-100,,
1:18.0,J. Embiid makes 2-pt shot from 2 ft (assist by B. Simmons),2,100-100,,
1:18.0,,,100-100,,LA Clippers full timeout
1:18.0,,,100-100,,LA Clippers full timeout
1:07.0,,,100-100,,B. Griffin misses 2-pt shot from 12 ft
1:05.0,Defensive rebound by J. Embiid,,100-100,,
0:45.0,J. Embiid misses 2-pt shot from 2 ft (block by W. Reed),,100-100,,
0:45.0,,,100-100,,Defensive rebound by Team
0:45.0,Loose ball foul by J. Embiid (drawn by W. Reed),,100-100,,
0:45.0,,,100-100,,W. Reed misses free throw 1 of 2
0:45.0,,,100-100,,Offensive rebound by Team
0:45.0,,,100-101,1,W. Reed makes free throw 2 of 2
0:33.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,103-101,,
0:23.0,,,103-101,,L. Williams misses 3-pt shot from 26 ft
0:22.0,Defensive rebound by B. Simmons,,103-101,,
0:22.0,,,103-101,,Personal take foul by W. Reed (drawn by B. Simmons)
0:22.0,,,103-101,,W. Johnson enters the game for W. Reed
0:22.0,B. Simmons makes free throw 1 of 2,1,104-101,,
0:22.0,B. Simmons makes free throw 2 of 2,1,105-101,,
0:11.0,,,105-104,3,A. Rivers makes 3-pt shot from 24 ft (assist by W. Johnson)
0:11.0,Philadelphia full timeout,,105-104,,
0:10.0,,,105-104,,Personal take foul by L. Williams (drawn by R. Covington)
0:10.0,R. Covington makes free throw 1 of 2,1,106-104,,
0:10.0,R. Covington makes free throw 2 of 2,1,107-104,,
0:03.0,Personal take foul by J. Embiid (drawn by L. Williams),,107-104,,
0:03.0,,,107-105,1,L. Williams makes free throw 1 of 2
0:03.0,,,107-105,,L. Williams misses free throw 2 of 2
0:02.0,Defensive rebound by R. Covington,,107-105,,
0:02.0,,,107-105,,Personal take foul by W. Johnson (drawn by R. Covington)
0:02.0,R. Covington makes free throw 1 of 2,1,108-105,,
0:02.0,R. Covington makes free throw 2 of 2,1,109-105,,
0:00.0,,,109-105,,L. Williams misses 3-pt shot from 52 ft
0:00.0,,,109-105,,Offensive rebound by Team
