time,Brooklyn,pts.away,score,pts.home,Orlando
4:45.0,,,104-88,,J. Artis enters the game for A. Gordon
4:45.0,,,104-88,,R. Purvis enters the game for N. Vucevic
4:45.0,,,104-88,,K. Birch enters the game for D. Augustin
4:38.0,Turnover by D. Russell (bad pass; steal by M. Hezonja),,104-88,,
4:32.0,,,104-88,,M. Hezonja misses 2-pt shot from 2 ft
4:27.0,,,104-88,,Offensive rebound by K. Birch
4:25.0,,,104-90,2,K. Birch makes 2-pt shot from 1 ft
3:57.0,A. Crabbe misses 3-pt shot from 22 ft,,104-90,,
3:55.0,,,104-90,,Defensive rebound by S. Mack
3:51.0,,,104-92,2,M. Hezonja makes 2-pt shot from 2 ft
3:51.0,,,104-92,,Shooting foul by J. Harris (drawn by M. Hezonja)
3:51.0,C. LeVert enters the game for J. Harris,,104-92,,
3:51.0,,,104-93,1,M. Hezonja makes free throw 1 of 1
3:32.0,D. Russell makes 2-pt shot from 2 ft (assist by C. LeVert),2,106-93,,
3:16.0,,,106-95,2,J. Artis makes 2-pt shot from 5 ft
2:56.0,Shooting foul by J. Artis (drawn by D. Russell),,106-95,,
2:56.0,D. Russell makes free throw 1 of 2,1,107-95,,
2:56.0,D. Russell makes free throw 2 of 2,1,108-95,,
2:42.0,,,108-95,,M. Hezonja misses 2-pt shot from 19 ft
2:41.0,,,108-95,,Offensive rebound by K. Birch
2:37.0,,,108-97,2,K. Birch makes 2-pt shot from 2 ft (assist by R. Purvis)
2:22.0,Offensive foul by J. Allen (drawn by R. Purvis),,108-97,,
2:22.0,Turnover by J. Allen (offensive foul),,108-97,,
2:12.0,,,108-97,,S. Mack misses 2-pt shot from 2 ft (block by J. Allen)
2:08.0,Defensive rebound by D. Russell,,108-97,,
2:06.0,C. LeVert makes 2-pt shot from 1 ft (assist by D. Russell),2,110-97,,
1:37.0,,,110-97,,R. Purvis misses 3-pt shot from 25 ft
1:36.0,,,110-97,,Offensive rebound by K. Birch
1:36.0,,,110-97,,Turnover by K. Birch (out of bounds lost ball)
1:11.0,C. LeVert misses 3-pt shot from 27 ft,,110-97,,
1:09.0,,,110-97,,Defensive rebound by K. Birch
1:02.0,,,110-99,2,M. Hezonja makes 2-pt shot from 2 ft (assist by S. Mack)
0:37.0,R. Hollis-Jefferson misses 2-pt shot from 14 ft,,110-99,,
0:35.0,,,110-99,,Defensive rebound by R. Purvis
0:35.0,,,110-99,,Shooting foul by C. LeVert (drawn by R. Purvis)
0:35.0,,,110-100,1,R. Purvis makes free throw 1 of 2
0:35.0,,,110-101,1,R. Purvis makes free throw 2 of 2
0:14.0,Shooting foul by M. Hezonja (drawn by J. Allen),,110-101,,
0:14.0,J. Allen misses free throw 1 of 2,,110-101,,
0:14.0,Offensive rebound by Team,,110-101,,
0:14.0,J. Allen makes free throw 2 of 2,1,111-101,,
0:04.0,,,111-104,3,M. Hezonja makes 3-pt shot from 26 ft (assist by K. Birch)
