time,New York,pts.away,score,pts.home,Miami
0:32.0,,,94-94,1,K. Olynyk makes free throw 1 of 2
0:32.0,,,94-95,1,K. Olynyk makes free throw 2 of 2
0:17.0,M. Beasley misses 2-pt shot from 17 ft,,94-95,,
0:14.0,,,94-95,,Defensive rebound by W. Ellington
0:14.0,,,94-95,,Miami full timeout
0:13.0,Personal foul by C. Lee (drawn by J. Richardson),,94-95,,
0:13.0,,,94-96,1,J. Richardson makes free throw 1 of 2
0:13.0,,,94-97,1,J. Richardson makes free throw 2 of 2
0:13.0,New York full timeout,,94-97,,
0:13.0,D. McDermott enters the game for L. Thomas,,94-97,,
0:04.0,C. Lee misses 3-pt shot from 25 ft,,94-97,,
0:01.0,Offensive rebound by K. Porzingis,,94-97,,
0:01.0,D. McDermott makes 3-pt shot from 23 ft (assist by K. Porzingis),3,97-97,,
0:00.0,,,97-97,,W. Ellington misses 3-pt shot from 55 ft
0:00.0,,,97-97,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: K. Olynyk vs. K. Porzingis (J. Jack gains possession),,,,Jump ball: K. Olynyk vs. K. Porzingis (J. Jack gains possession)
4:33.0,M. Beasley makes 2-pt shot from 3 ft,2,99-97,,
4:27.0,Personal foul by J. Jack (drawn by G. Dragic),,99-97,,
4:27.0,New York full timeout,,99-97,,
4:27.0,L. Thomas enters the game for M. Beasley,,99-97,,
4:09.0,,,99-100,3,G. Dragic makes 3-pt shot from 24 ft
3:49.0,J. Jack misses 2-pt shot from 5 ft (block by J. Richardson),,99-100,,
3:42.0,,,99-100,,Defensive rebound by K. Olynyk
3:39.0,,,99-100,,J. Johnson misses 3-pt shot from 22 ft
3:35.0,Defensive rebound by C. Lee,,99-100,,
3:23.0,C. Lee misses 2-pt shot from 15 ft,,99-100,,
3:20.0,,,99-100,,Defensive rebound by G. Dragic
3:08.0,Jump ball: K. Olynyk vs. K. Porzingis (G. Dragic gains possession),,,,Jump ball: K. Olynyk vs. K. Porzingis (G. Dragic gains possession)
2:53.0,,,99-100,,G. Dragic misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by K. Porzingis,,99-100,,
2:45.0,Shooting foul by K. Olynyk (drawn by K. Porzingis),,99-100,,
2:45.0,K. Porzingis makes free throw 1 of 2,1,100-100,,
2:45.0,K. Porzingis makes free throw 2 of 2,1,101-100,,
2:31.0,Personal foul by C. Lee (drawn by K. Olynyk),,101-100,,
2:22.0,,,101-103,3,W. Ellington makes 3-pt shot from 25 ft (assist by K. Olynyk)
1:57.0,C. Lee misses 2-pt shot from 12 ft,,101-103,,
1:51.0,,,101-103,,Defensive rebound by W. Ellington
1:42.0,,,101-103,,Turnover by K. Olynyk (bad pass; steal by J. Jack)
1:38.0,J. Jack makes 2-pt shot from 2 ft,2,103-103,,
1:20.0,,,103-103,,K. Olynyk misses 2-pt shot from 20 ft
1:16.0,Defensive rebound by J. Jack,,103-103,,
1:07.0,,,103-103,,Personal foul by G. Dragic (drawn by K. Porzingis)
0:51.0,J. Jack misses 2-pt shot from 8 ft,,103-103,,
0:48.0,Offensive rebound by C. Lee,,103-103,,
0:29.0,Turnover by J. Jack (bad pass; steal by J. Johnson),,103-103,,
0:25.0,,,103-103,,Shooting foul by J. Jack (drawn by J. Richardson)
0:25.0,,,103-104,1,J. Richardson makes free throw 1 of 2
0:25.0,M. Beasley enters the game for L. Thomas,,103-104,,
0:25.0,,,103-105,1,J. Richardson makes free throw 2 of 2
0:25.0,New York full timeout,,103-105,,
0:13.0,J. Jack misses 2-pt shot from 14 ft,,103-105,,
0:10.0,,,103-105,,Defensive rebound by Team
0:10.0,,,103-105,,Miami full timeout
0:10.0,L. Thomas enters the game for M. Beasley,,103-105,,
0:07.0,Personal foul by D. McDermott (drawn by J. Johnson),,103-105,,
0:07.0,,,103-106,1,J. Johnson makes free throw 1 of 2
0:07.0,M. Beasley enters the game for L. Thomas,,103-106,,
0:07.0,,,103-107,1,J. Johnson makes free throw 2 of 2
0:01.0,C. Lee misses 3-pt shot from 23 ft,,103-107,,
0:00.0,,,103-107,,Defensive rebound by K. Olynyk
