time,Denver,pts.away,score,pts.home,New Orleans
3:44.0,G. Harris misses free throw 1 of 2,,103-119,,
3:44.0,Offensive rebound by Team,,103-119,,
3:44.0,,,103-119,,J. Holiday enters the game for J. Nelson
3:44.0,,,103-119,,R. Rondo enters the game for T. Allen
3:44.0,G. Harris makes free throw 2 of 2,1,104-119,,
3:43.0,Offensive rebound by T. Lyles,,104-119,,
3:39.0,,,104-119,,New Orleans full timeout
3:39.0,J. Hernangomez enters the game for G. Harris,,104-119,,
3:26.0,,,104-119,,D. Cousins misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by M. Beasley,,104-119,,
3:17.0,M. Plumlee makes 2-pt shot from 2 ft,2,106-119,,
3:17.0,Shooting foul by J. Holiday (drawn by M. Plumlee),,106-119,,
3:17.0,M. Plumlee misses free throw 1 of 1,,106-119,,
3:14.0,,,106-119,,Defensive rebound by D. Cousins
2:59.0,,,106-121,2,J. Holiday makes 2-pt shot from 4 ft
2:56.0,Turnover by J. Murray (out of bounds lost ball),,106-121,,
2:48.0,,,106-121,,J. Holiday misses 3-pt shot from 23 ft
2:46.0,Defensive rebound by T. Lyles,,106-121,,
2:37.0,M. Beasley misses 2-pt shot from 9 ft,,106-121,,
2:32.0,Offensive rebound by J. Hernangomez,,106-121,,
2:31.0,M. Beasley makes 3-pt shot from 25 ft (assist by J. Hernangomez),3,109-121,,
2:17.0,,,109-121,,Offensive charge foul by R. Rondo (drawn by J. Murray)
2:17.0,,,109-121,,Turnover by R. Rondo (offensive foul)
2:05.0,M. Beasley misses 2-pt shot from 18 ft,,109-121,,
2:00.0,Offensive rebound by J. Murray,,109-121,,
1:59.0,J. Murray misses 2-pt shot from 2 ft,,109-121,,
1:59.0,,,109-121,,Defensive rebound by E. Moore
1:37.0,,,109-121,,D. Cousins misses 2-pt shot from 7 ft
1:37.0,Defensive rebound by Team,,109-121,,
1:36.0,,,109-121,,Turnover by Team (shot clock)
1:26.0,T. Lyles misses 2-pt shot from 4 ft,,109-121,,
1:25.0,,,109-121,,Defensive rebound by D. Cousins
1:25.0,Personal foul by M. Plumlee (drawn by D. Cousins),,109-121,,
1:25.0,E. Mudiay enters the game for M. Plumlee,,109-121,,
1:13.0,,,109-121,,Offensive charge foul by D. Cousins (drawn by J. Murray)
1:13.0,,,109-121,,Turnover by D. Cousins (offensive foul)
1:00.0,J. Murray misses 2-pt shot from 23 ft,,109-121,,
0:57.0,,,109-121,,Defensive rebound by D. Cousins
0:55.0,Personal foul by T. Lyles (drawn by D. Cousins),,109-121,,
0:55.0,,,109-121,,D. Cousins misses free throw 1 of 2
0:55.0,,,109-121,,Offensive rebound by Team
0:55.0,,,109-122,1,D. Cousins makes free throw 2 of 2
0:47.0,J. Murray makes 2-pt shot from 1 ft,2,111-122,,
0:27.0,,,111-122,,D. Miller misses 3-pt shot from 24 ft
0:24.0,,,111-122,,Offensive rebound by D. Cousins
0:22.0,,,111-122,,Shooting foul by J. Hernangomez (drawn by D. Cousins)
0:22.0,,,111-122,,D. Cousins misses free throw 1 of 2
0:22.0,,,111-122,,Offensive rebound by Team
0:22.0,,,111-123,1,D. Cousins makes free throw 2 of 2
0:15.0,M. Beasley misses 3-pt shot from 26 ft,,111-123,,
0:10.0,Offensive rebound by T. Lyles,,111-123,,
0:09.0,J. Hernangomez makes 3-pt shot from 25 ft (assist by T. Lyles),3,114-123,,
