time,Philadelphia,pts.away,score,pts.home,Detroit
6:01.0,D. Saric enters the game for J. Redick,,87-78,,
5:45.0,,,87-80,2,T. Harris makes 2-pt shot from 2 ft
5:35.0,,,87-80,,Personal foul by R. Jackson (drawn by J. Embiid)
5:35.0,J. Bayless enters the game for D. Saric,,87-80,,
5:25.0,R. Covington makes 3-pt shot from 26 ft (assist by T. McConnell),3,90-80,,
4:54.0,,,90-80,,T. Harris misses 2-pt shot from 13 ft
4:54.0,Defensive rebound by Team,,90-80,,
4:54.0,,,90-80,,Personal foul by T. Harris (drawn by B. Simmons)
4:54.0,J. Redick enters the game for T. McConnell,,90-80,,
4:38.0,Personal foul by J. Embiid (drawn by A. Tolliver),,90-80,,
4:38.0,Turnover by J. Embiid (turnover),,90-80,,
4:28.0,,,90-82,2,R. Jackson makes 2-pt shot from 7 ft
4:12.0,Philadelphia full timeout,,90-82,,
4:01.0,Offensive foul by J. Bayless (drawn by R. Jackson),,90-82,,
4:01.0,Turnover by J. Bayless (offensive foul),,90-82,,
3:50.0,,,90-82,,A. Bradley misses 3-pt shot from 26 ft
3:46.0,,,90-82,,Offensive rebound by R. Jackson
3:39.0,,,90-84,2,A. Bradley makes 2-pt shot from 16 ft (assist by R. Jackson)
3:38.0,Philadelphia full timeout,,90-84,,
3:24.0,Turnover by J. Embiid (turnover),,90-84,,
3:12.0,,,90-86,2,R. Jackson makes 2-pt shot from 9 ft
2:52.0,J. Embiid misses 2-pt shot from 18 ft,,90-86,,
2:49.0,,,90-86,,Defensive rebound by T. Harris
2:38.0,,,90-86,,A. Drummond misses 2-pt shot from 11 ft
2:35.0,Defensive rebound by J. Redick,,90-86,,
2:25.0,Shooting foul by A. Tolliver (drawn by B. Simmons),,90-86,,
2:25.0,B. Simmons makes free throw 1 of 2,1,91-86,,
2:25.0,B. Simmons makes free throw 2 of 2,1,92-86,,
2:15.0,,,92-86,,A. Tolliver misses 3-pt shot from 28 ft
2:11.0,Defensive rebound by J. Embiid,,92-86,,
1:56.0,,,92-86,,Personal foul by A. Drummond (drawn by J. Embiid)
1:56.0,J. Embiid makes free throw 1 of 2,1,93-86,,
1:56.0,J. Embiid makes free throw 2 of 2,1,94-86,,
1:32.0,,,94-86,,T. Harris misses 2-pt shot from 11 ft
1:32.0,Defensive rebound by J. Embiid,,94-86,,
1:14.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,96-86,,
1:14.0,Shooting foul by A. Drummond (drawn by J. Embiid),,96-86,,
1:14.0,J. Embiid makes free throw 1 of 1,1,97-86,,
1:14.0,,,97-86,,Detroit full timeout
1:06.0,,,97-86,,A. Tolliver misses 3-pt shot from 25 ft
1:04.0,,,97-86,,Offensive rebound by A. Drummond
1:04.0,Personal foul by J. Bayless (drawn by A. Drummond),,97-86,,
0:52.0,,,97-86,,R. Jackson misses 3-pt shot from 28 ft
0:50.0,Defensive rebound by J. Embiid,,97-86,,
0:33.0,J. Embiid misses 2-pt shot from 13 ft,,97-86,,
0:31.0,,,97-86,,Defensive rebound by R. Jackson
0:23.0,,,97-86,,R. Jackson misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by J. Bayless,,97-86,,
