time,Orlando,pts.away,score,pts.home,Boston
1:31.0,,,98-91,,Personal foul by J. Brown (drawn by E. Payton)
1:22.0,S. Mack misses 2-pt shot from 2 ft,,98-91,,
1:21.0,Offensive rebound by K. Birch,,98-91,,
1:21.0,K. Birch makes 2-pt shot at rim,2,100-91,,
1:13.0,,,100-93,2,A. Horford makes 2-pt shot from 3 ft (assist by K. Irving)
1:10.0,,,100-93,,Personal foul by T. Rozier (drawn by E. Payton)
1:10.0,E. Payton misses free throw 1 of 2,,100-93,,
1:10.0,Offensive rebound by Team,,100-93,,
1:10.0,E. Payton makes free throw 2 of 2,1,101-93,,
1:00.0,,,101-93,,A. Horford misses 3-pt shot from 27 ft
0:57.0,Defensive rebound by E. Fournier,,101-93,,
0:40.0,E. Fournier makes 2-pt shot from 16 ft (assist by S. Mack),2,103-93,,
0:36.0,Personal foul by S. Mack (drawn by K. Irving),,103-93,,
0:36.0,,,103-94,1,K. Irving makes free throw 1 of 2
0:36.0,,,103-94,,S. Larkin enters the game for A. Horford
0:36.0,,,103-95,1,K. Irving makes free throw 2 of 2
0:13.0,A. Gordon misses 2-pt shot from 17 ft (block by K. Irving),,103-95,,
0:12.0,Offensive rebound by A. Gordon,,103-95,,
0:09.0,A. Gordon misses 3-pt shot from 27 ft,,103-95,,
0:09.0,,,103-95,,Defensive rebound by J. Brown
0:02.0,,,103-95,,T. Rozier misses 3-pt shot from 27 ft
0:02.0,,,103-95,,Offensive rebound by Team
