time,Phoenix,pts.away,score,pts.home,San Antonio
4:17.0,,,82-97,,Shooting foul by D. Bender (drawn by J. Lauvergne)
4:17.0,,,82-97,,J. Lauvergne misses free throw 1 of 2
4:17.0,,,82-97,,Offensive rebound by Team
4:17.0,,,82-98,1,J. Lauvergne makes free throw 2 of 2
4:09.0,Turnover by D. Booker (out of bounds lost ball),,82-98,,
3:58.0,,,82-98,,D. Bertans misses 3-pt shot from 25 ft
3:58.0,Defensive rebound by T. Daniels,,82-98,,
3:48.0,T. Daniels makes 2-pt shot at rim (assist by D. Bender),2,84-98,,
3:29.0,,,84-98,,T. Parker misses 2-pt shot from 6 ft
3:29.0,Defensive rebound by M. Chriss,,84-98,,
3:23.0,D. Bender misses 3-pt shot from 23 ft,,84-98,,
3:23.0,,,84-98,,Defensive rebound by J. Lauvergne
3:12.0,,,84-100,2,T. Parker makes 2-pt shot from 1 ft
2:54.0,D. Booker makes 2-pt shot at rim (assist by D. Bender),2,86-100,,
2:53.0,,,86-100,,San Antonio full timeout
2:53.0,,,86-100,,D. White enters the game for K. Leonard
2:53.0,,,86-100,,D. Murray enters the game for T. Parker
2:30.0,,,86-100,,D. Murray misses 2-pt shot from 11 ft
2:30.0,,,86-100,,Offensive rebound by J. Lauvergne
2:29.0,,,86-100,,Turnover by Team (shot clock)
2:15.0,M. Chriss misses 2-pt shot from 1 ft,,86-100,,
2:15.0,,,86-100,,Defensive rebound by D. White
2:03.0,,,86-100,,Turnover by B. Forbes (lost ball; steal by D. Booker)
1:59.0,T. Daniels misses 3-pt shot from 25 ft,,86-100,,
1:56.0,,,86-100,,Defensive rebound by D. Murray
1:55.0,Personal foul by D. Booker (drawn by D. Murray),,86-100,,
1:55.0,,,86-101,1,D. Murray makes free throw 1 of 2
1:55.0,D. House enters the game for D. Booker,,86-101,,
1:55.0,,,86-101,,D. Murray misses free throw 2 of 2
1:53.0,Defensive rebound by M. Chriss,,86-101,,
1:51.0,,,86-101,,Personal foul by D. White (drawn by T. Daniels)
1:51.0,,,86-101,,B. Paul enters the game for B. Forbes
1:43.0,T. Daniels misses 3-pt shot from 27 ft,,86-101,,
1:40.0,,,86-101,,Defensive rebound by D. Bertans
1:24.0,,,86-101,,Turnover by D. White (bad pass; steal by T. Ulis)
1:23.0,Turnover by T. Ulis (bad pass; steal by B. Paul),,86-101,,
1:23.0,J. Jackson enters the game for T. Daniels,,86-101,,
1:14.0,,,86-103,2,B. Paul makes 2-pt shot at rim
1:08.0,M. Chriss misses 2-pt shot from 16 ft,,86-103,,
1:04.0,,,86-103,,Defensive rebound by B. Paul
0:54.0,,,86-103,,Turnover by D. Bertans (bad pass; steal by M. Chriss)
0:51.0,J. Jackson makes 2-pt shot at rim,2,88-103,,
0:51.0,Shooting foul by D. Bertans (drawn by J. Jackson),,88-103,,
0:51.0,J. Jackson makes free throw 1 of 1,1,89-103,,
0:41.0,,,89-103,,D. Bertans misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by Team,,89-103,,
0:26.0,J. Jackson misses 2-pt shot from 1 ft,,89-103,,
0:24.0,,,89-103,,Defensive rebound by D. White
0:01.0,,,89-103,,Turnover by Team (shot clock)
