time,Toronto,pts.away,score,pts.home,Milwaukee
4:41.0,,,124-101,2,S. Brown makes 2-pt shot at rim
4:17.0,F. VanVleet makes 3-pt shot from 27 ft (assist by O. Anunoby),3,127-101,,
3:49.0,,,127-101,,T. Snell misses 2-pt shot from 20 ft
3:46.0,,,127-101,,Offensive rebound by D. Liggins
3:42.0,,,127-101,,M. Brogdon misses 2-pt shot from 1 ft (block by L. Nogueira)
3:38.0,Defensive rebound by F. VanVleet,,127-101,,
3:36.0,P. Siakam makes 2-pt shot at rim (assist by F. VanVleet),2,129-101,,
3:18.0,,,129-101,,Shooting foul by L. Nogueira (drawn by T. Snell)
3:18.0,,,129-101,,T. Snell misses free throw 1 of 2
3:18.0,,,129-101,,Offensive rebound by Team
3:18.0,,,129-102,1,T. Snell makes free throw 2 of 2
3:04.0,P. Siakam misses 3-pt shot from 29 ft,,129-102,,
3:01.0,Offensive rebound by N. Powell,,129-102,,
2:51.0,F. VanVleet misses 2-pt shot from 2 ft (block by T. Maker),,129-102,,
2:51.0,Offensive rebound by Team,,129-102,,
2:51.0,Toronto full timeout,,129-102,,
2:38.0,N. Powell misses 2-pt shot from 1 ft,,129-102,,
2:34.0,,,129-102,,Defensive rebound by T. Maker
2:18.0,,,129-102,,Turnover by S. Brown (lost ball; steal by P. Siakam)
2:13.0,N. Powell misses 2-pt shot at rim,,129-102,,
2:10.0,,,129-102,,Defensive rebound by D. Liggins
2:07.0,,,129-102,,S. Brown misses 2-pt shot from 2 ft (block by L. Nogueira)
2:07.0,,,129-102,,Offensive rebound by Team
2:04.0,,,129-104,2,T. Maker makes 2-pt shot from 14 ft (assist by D. Liggins)
1:45.0,N. Powell misses 3-pt shot from 26 ft,,129-104,,
1:42.0,,,129-104,,Defensive rebound by T. Maker
1:41.0,,,129-106,2,S. Brown makes 2-pt shot at rim (assist by M. Brogdon)
1:30.0,Turnover by O. Anunoby (bad pass),,129-106,,
1:15.0,,,129-108,2,M. Brogdon makes 2-pt shot from 1 ft
0:55.0,N. Powell misses 2-pt shot from 17 ft,,129-108,,
0:52.0,,,129-108,,Defensive rebound by D. Liggins
0:41.0,,,129-110,2,T. Maker makes 2-pt shot from 11 ft (assist by M. Brogdon)
0:31.0,F. VanVleet misses 3-pt shot from 26 ft,,129-110,,
0:28.0,,,129-110,,Defensive rebound by Team
0:21.0,,,129-110,,T. Maker misses 3-pt shot from 25 ft
0:17.0,Defensive rebound by L. Nogueira,,129-110,,
