time,Phoenix,pts.away,score,pts.home,Sacramento
2:11.0,T. Ulis misses 2-pt shot from 17 ft,,85-91,,
2:05.0,,,85-91,,Defensive rebound by Z. Randolph
1:50.0,,,85-93,2,Z. Randolph makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
1:41.0,Shooting foul by Z. Randolph (drawn by T. Ulis),,85-93,,
1:41.0,T. Ulis makes free throw 1 of 2,1,86-93,,
1:41.0,T. Daniels enters the game for J. Jackson,,86-93,,
1:41.0,T. Ulis makes free throw 2 of 2,1,87-93,,
1:20.0,,,87-93,,F. Mason misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by T. Chandler,,87-93,,
1:02.0,M. James makes 2-pt shot from 2 ft,2,89-93,,
1:02.0,,,89-93,,Sacramento full timeout
1:02.0,J. Jackson enters the game for T. Daniels,,89-93,,
0:44.0,,,89-95,2,Z. Randolph makes 2-pt shot from 5 ft
0:44.0,,,89-95,,Shooting foul by T. Chandler (drawn by Z. Randolph)
0:44.0,,,89-96,1,Z. Randolph makes free throw 1 of 1
0:44.0,Phoenix full timeout,,89-96,,
0:44.0,T. Daniels enters the game for M. James,,89-96,,
0:40.0,T. Daniels misses 3-pt shot from 23 ft,,89-96,,
0:37.0,,,89-96,,Defensive rebound by G. Hill
0:36.0,Personal foul by T. Ulis (drawn by G. Hill),,89-96,,
0:36.0,,,89-96,,G. Hill misses free throw 1 of 2
0:36.0,,,89-96,,Offensive rebound by Team
0:36.0,,,89-97,1,G. Hill makes free throw 2 of 2
0:32.0,T. Ulis misses 3-pt shot from 28 ft,,89-97,,
0:29.0,,,89-97,,Defensive rebound by G. Hill
0:25.0,Personal foul by T. Warren (drawn by B. Bogdanovic),,89-97,,
0:25.0,,,89-98,1,B. Bogdanovic makes free throw 1 of 2
0:25.0,,,89-99,1,B. Bogdanovic makes free throw 2 of 2
0:19.0,T. Warren misses 3-pt shot from 25 ft,,89-99,,
0:17.0,Offensive rebound by T. Chandler,,89-99,,
0:16.0,T. Daniels makes 3-pt shot from 26 ft (assist by J. Jackson),3,92-99,,
