time,Utah,pts.away,score,pts.home,Phoenix
5:31.0,R. Hood misses 2-pt shot from 10 ft,,74-87,,
5:28.0,,,74-87,,Defensive rebound by D. Booker
5:19.0,,,74-87,,T. Warren misses 2-pt shot from 22 ft
5:16.0,,,74-87,,Offensive rebound by A. Len
5:15.0,,,74-87,,T. Warren misses 2-pt shot from 3 ft (block by R. Gobert)
5:15.0,,,74-87,,Offensive rebound by T. Warren
4:58.0,,,74-87,,D. Booker misses 2-pt shot from 10 ft
4:54.0,,,74-87,,Offensive rebound by A. Len
4:54.0,,,74-89,2,A. Len makes 2-pt shot at rim
4:42.0,D. Favors makes 2-pt shot from 16 ft (assist by R. Rubio),2,76-89,,
4:22.0,,,76-89,,T. Ulis misses 3-pt shot from 25 ft
4:19.0,Defensive rebound by R. Hood,,76-89,,
4:16.0,,,76-89,,Personal block foul by D. Booker (drawn by R. Hood)
4:16.0,,,76-89,,M. James enters the game for T. Ulis
4:16.0,Utah full timeout,,76-89,,
4:16.0,,,76-89,,J. Jackson enters the game for T. Warren
4:09.0,J. Ingles makes 3-pt shot from 24 ft (assist by R. Rubio),3,79-89,,
3:50.0,,,79-89,,J. Jackson misses 2-pt shot from 9 ft
3:48.0,Defensive rebound by D. Favors,,79-89,,
3:31.0,D. Favors makes 2-pt shot from 5 ft,2,81-89,,
3:29.0,,,81-89,,Phoenix full timeout
3:29.0,,,81-89,,T. Chandler enters the game for M. Chriss
3:10.0,,,81-89,,D. Booker misses 2-pt shot from 12 ft
3:07.0,Defensive rebound by R. Gobert,,81-89,,
2:54.0,R. Gobert misses 2-pt shot from 9 ft,,81-89,,
2:52.0,,,81-89,,Defensive rebound by T. Chandler
2:42.0,,,81-89,,M. James misses 2-pt shot from 13 ft
2:40.0,Defensive rebound by R. Gobert,,81-89,,
2:30.0,D. Favors misses 3-pt shot from 24 ft,,81-89,,
2:26.0,,,81-89,,Defensive rebound by T. Chandler
2:08.0,Personal foul by J. Ingles (drawn by D. Booker),,81-89,,
2:01.0,,,81-89,,D. Booker misses 2-pt shot from 13 ft
1:56.0,Defensive rebound by J. Ingles,,81-89,,
1:51.0,R. Hood misses 3-pt shot from 25 ft,,81-89,,
1:51.0,,,81-89,,Defensive rebound by J. Jackson
1:29.0,,,81-92,3,D. Booker makes 3-pt shot from 25 ft
1:18.0,R. Rubio makes 2-pt shot from 6 ft (assist by R. Gobert),2,83-92,,
0:58.0,,,83-94,2,D. Booker makes 2-pt shot from 10 ft
0:58.0,Utah full timeout,,83-94,,
0:56.0,J. Ingles makes 3-pt shot from 26 ft (assist by R. Rubio),3,86-94,,
0:55.0,Personal take foul by R. Rubio (drawn by M. James),,86-94,,
0:55.0,,,86-95,1,D. Booker makes free throw 1 of 1
0:54.0,Personal take foul by R. Rubio (drawn by M. James),,86-95,,
0:54.0,Turnover by R. Rubio (turnover),,86-95,,
0:54.0,,,86-96,1,M. James makes free throw 1 of 2
0:54.0,,,86-97,1,M. James makes free throw 2 of 2
0:46.0,R. Hood misses 3-pt shot from 25 ft,,86-97,,
0:42.0,Offensive rebound by R. Rubio,,86-97,,
0:41.0,Turnover by R. Gobert (bad pass),,86-97,,
0:22.0,,,86-97,,D. Booker misses 2-pt shot from 4 ft
0:16.0,,,86-97,,Offensive rebound by A. Len
0:16.0,,,86-97,,A. Len misses 2-pt shot at rim
0:16.0,Defensive rebound by J. Ingles,,86-97,,
0:11.0,D. Favors makes 2-pt shot at rim (assist by R. Hood),2,88-97,,
