time,Brooklyn,pts.away,score,pts.home,Philadelphia
6:36.0,S. Dinwiddie enters the game for J. Harris,,81-105,,
6:36.0,N. Stauskas enters the game for C. LeVert,,81-105,,
6:14.0,J. Okafor makes 2-pt shot from 8 ft,2,83-105,,
5:59.0,,,83-105,,R. Holmes misses 2-pt shot from 10 ft
5:56.0,Defensive rebound by J. Okafor,,83-105,,
5:38.0,J. Okafor misses 2-pt shot from 5 ft (block by J. Anderson),,83-105,,
5:34.0,,,83-105,,Defensive rebound by M. Belinelli
5:29.0,,,83-105,,Philadelphia full timeout
5:29.0,,,83-105,,F. Korkmaz enters the game for M. Belinelli
5:18.0,,,83-105,,R. Holmes misses 2-pt shot from 11 ft
5:16.0,Defensive rebound by J. Okafor,,83-105,,
4:57.0,Shooting foul by F. Korkmaz (drawn by S. Dinwiddie),,83-105,,
4:57.0,S. Dinwiddie makes free throw 1 of 2,1,84-105,,
4:57.0,S. Dinwiddie makes free throw 2 of 2,1,85-105,,
4:45.0,,,85-105,,M. Fultz misses 2-pt shot from 14 ft
4:43.0,Defensive rebound by N. Stauskas,,85-105,,
4:29.0,N. Stauskas misses 2-pt shot from 12 ft,,85-105,,
4:27.0,,,85-105,,Defensive rebound by F. Korkmaz
4:21.0,,,85-107,2,T. McConnell makes 2-pt shot from 7 ft
4:12.0,Brooklyn full timeout,,85-107,,
4:00.0,Shooting foul by M. Fultz (drawn by S. Dinwiddie),,85-107,,
4:00.0,S. Dinwiddie makes free throw 1 of 3,1,86-107,,
4:00.0,S. Dinwiddie misses free throw 2 of 3,,86-107,,
4:00.0,Offensive rebound by Team,,86-107,,
4:00.0,S. Dinwiddie makes free throw 3 of 3,1,87-107,,
3:49.0,,,87-109,2,J. Anderson makes 2-pt shot from 2 ft
3:29.0,S. Dinwiddie misses 3-pt shot from 26 ft,,87-109,,
3:27.0,,,87-109,,Defensive rebound by R. Holmes
3:17.0,,,87-109,,Turnover by T. McConnell (bad pass; steal by M. Doyle)
3:12.0,M. Doyle misses 2-pt shot from 3 ft (block by R. Holmes),,87-109,,
3:09.0,,,87-109,,Defensive rebound by F. Korkmaz
3:03.0,,,87-109,,J. Anderson misses 2-pt shot from 4 ft
3:03.0,,,87-109,,Offensive rebound by Team
3:03.0,Loose ball foul by M. Doyle (drawn by R. Holmes),,87-109,,
2:54.0,,,87-109,,J. Anderson misses 2-pt shot from 10 ft
2:51.0,Defensive rebound by M. Doyle,,87-109,,
2:37.0,,,87-109,,Personal foul by F. Korkmaz (drawn by M. Doyle)
2:37.0,M. Doyle misses free throw 1 of 2,,87-109,,
2:37.0,Offensive rebound by Team,,87-109,,
2:37.0,,,87-109,,D. Jackson enters the game for T. McConnell
2:37.0,M. Doyle misses free throw 2 of 2,,87-109,,
2:35.0,,,87-109,,Defensive rebound by J. Anderson
2:21.0,,,87-112,3,F. Korkmaz makes 3-pt shot from 26 ft (assist by R. Holmes)
2:08.0,M. Doyle misses 2-pt shot from 3 ft (block by M. Fultz),,87-112,,
2:04.0,,,87-112,,Defensive rebound by J. Anderson
2:02.0,,,87-114,2,R. Holmes makes 2-pt shot at rim (assist by J. Anderson)
2:02.0,Brooklyn full timeout,,87-114,,
1:50.0,N. Stauskas misses 2-pt shot from 15 ft,,87-114,,
1:47.0,,,87-114,,Defensive rebound by J. Anderson
1:41.0,,,87-116,2,M. Fultz makes 2-pt shot from 2 ft (assist by D. Jackson)
1:29.0,J. Okafor makes 2-pt shot from 2 ft (assist by S. Dinwiddie),2,89-116,,
1:16.0,,,89-116,,Shooting foul by Q. Acy (drawn by J. Anderson)
1:16.0,,,89-116,,J. Anderson misses free throw 1 of 2
1:16.0,,,89-116,,Offensive rebound by Team
1:16.0,,,89-117,1,J. Anderson makes free throw 2 of 2
0:54.0,Turnover by S. Dinwiddie (bad pass; steal by F. Korkmaz),,89-117,,
0:51.0,,,89-119,2,F. Korkmaz makes 2-pt shot from 2 ft
0:34.0,J. Okafor makes 3-pt shot from 22 ft,3,92-119,,
0:18.0,,,92-121,2,J. Anderson makes 2-pt shot at rim (assist by M. Fultz)
0:10.0,S. Dinwiddie makes 3-pt shot from 30 ft,3,95-121,,
