time,San Antonio,pts.away,score,pts.home,Golden State
1:47.0,B. Paul makes 2-pt shot from 3 ft (assist by J. Lauvergne),2,101-114,,
1:27.0,,,101-114,,N. Young misses 3-pt shot from 25 ft
1:24.0,,,101-114,,Offensive rebound by O. Casspi
1:24.0,,,101-116,2,O. Casspi makes 2-pt shot at rim
1:17.0,Turnover by D. Hilliard (palming),,101-116,,
1:07.0,,,101-119,3,N. Young makes 3-pt shot from 26 ft (assist by P. McCaw)
0:57.0,D. Bertans misses 3-pt shot from 25 ft,,101-119,,
0:52.0,,,101-119,,Defensive rebound by J. McGee
0:49.0,,,101-119,,Turnover by P. McCaw (lost ball; steal by B. Paul)
0:45.0,B. Paul makes 2-pt shot at rim (assist by D. Hilliard),2,103-119,,
0:32.0,,,103-122,3,N. Young makes 3-pt shot from 26 ft
0:17.0,Offensive foul by J. Lauvergne (drawn by N. Young),,103-122,,
0:17.0,Turnover by J. Lauvergne (offensive foul),,103-122,,
0:17.0,,,103-122,,Turnover by J. McGee (turnover)
0:14.0,B. Paul makes 2-pt shot from 1 ft (assist by J. Lauvergne),2,105-122,,
