time,New Orleans,pts.away,score,pts.home,LA Clippers
7:02.0,J. Holiday makes free throw 2 of 2,1,104-99,,
6:49.0,,,104-101,2,T. Harris makes 2-pt shot from 15 ft
6:32.0,J. Holiday misses 2-pt shot from 5 ft,,104-101,,
6:31.0,,,104-101,,Defensive rebound by S. Thornwell
6:26.0,,,104-101,,L. Williams misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by J. Holiday,,104-101,,
6:13.0,I. Clark misses 3-pt shot from 24 ft,,104-101,,
6:11.0,,,104-101,,Defensive rebound by S. Thornwell
6:09.0,,,104-101,,Shooting foul by J. Holiday (drawn by M. Harrell)
6:09.0,,,104-102,1,M. Harrell makes free throw 1 of 2
6:09.0,,,104-102,,M. Harrell misses free throw 2 of 2
6:05.0,Defensive rebound by E. Moore,,104-102,,
6:02.0,Turnover by I. Clark (bad pass; steal by M. Harrell),,104-102,,
5:58.0,,,104-102,,L. Williams misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by I. Clark,,104-102,,
5:44.0,A. Davis misses 3-pt shot from 25 ft,,104-102,,
5:40.0,,,104-102,,Defensive rebound by L. Williams
5:35.0,,,104-102,,T. Harris misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by J. Holiday,,104-102,,
5:26.0,Turnover by J. Holiday (bad pass; steal by S. Thornwell),,104-102,,
5:23.0,,,104-104,2,S. Thornwell makes 2-pt shot at rim (assist by L. Williams)
5:09.0,J. Holiday makes 2-pt shot from 15 ft,2,106-104,,
4:52.0,,,106-104,,T. Harris misses 3-pt shot from 27 ft
4:49.0,Defensive rebound by D. Miller,,106-104,,
4:42.0,A. Davis misses 2-pt shot from 7 ft,,106-104,,
4:40.0,,,106-104,,Defensive rebound by S. Thornwell
4:40.0,,,106-104,,LA Clippers full timeout
4:24.0,,,106-104,,A. Rivers misses 3-pt shot from 27 ft
4:20.0,Defensive rebound by A. Davis,,106-104,,
4:03.0,Turnover by A. Davis (bad pass),,106-104,,
3:45.0,,,106-104,,L. Williams misses 3-pt shot from 28 ft
3:43.0,Defensive rebound by A. Davis,,106-104,,
3:37.0,J. Holiday misses 2-pt shot from 4 ft,,106-104,,
3:35.0,,,106-104,,Defensive rebound by M. Harrell
3:23.0,,,106-106,2,T. Harris makes 2-pt shot from 8 ft (assist by A. Rivers)
2:57.0,J. Holiday misses 2-pt shot from 19 ft,,106-106,,
2:54.0,,,106-106,,Defensive rebound by L. Williams
2:45.0,,,106-108,2,L. Williams makes 2-pt shot from 12 ft
2:36.0,E. Moore makes 2-pt shot from 7 ft (assist by J. Holiday),2,108-108,,
2:36.0,Shooting foul by L. Williams (drawn by E. Moore),,108-108,,
2:36.0,E. Moore makes free throw 1 of 1,1,109-108,,
2:22.0,,,109-110,2,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams)
2:22.0,,,109-110,,Shooting foul by J. Holiday (drawn by M. Harrell)
2:22.0,,,109-111,1,M. Harrell makes free throw 1 of 1
2:12.0,J. Holiday misses 2-pt shot from 1 ft,,109-111,,
2:08.0,,,109-111,,Defensive rebound by T. Harris
2:05.0,,,109-113,2,L. Williams makes 2-pt shot from 1 ft (assist by A. Rivers)
1:56.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,111-113,,
1:35.0,,,111-113,,Turnover by L. Williams (bad pass; steal by A. Davis)
1:16.0,A. Davis makes 2-pt shot from 10 ft (assist by E. Moore),2,113-113,,
1:09.0,,,113-113,,LA Clippers full timeout
1:09.0,,,113-113,,M. Teodosic enters the game for S. Thornwell
0:52.0,,,113-113,,L. Williams misses 3-pt shot from 32 ft
0:48.0,,,113-113,,Offensive rebound by M. Harrell
0:48.0,,,113-113,,M. Harrell misses 2-pt shot at rim
0:47.0,Defensive rebound by I. Clark,,113-113,,
0:31.0,A. Davis makes 2-pt shot from 11 ft (assist by J. Holiday),2,115-113,,
0:30.0,,,115-113,,LA Clippers full timeout
0:20.0,,,115-113,,Turnover by L. Williams (lost ball; steal by J. Holiday)
0:15.0,,,115-113,,Personal take foul by T. Harris (drawn by I. Clark)
0:15.0,I. Clark makes free throw 1 of 2,1,116-113,,
0:15.0,I. Clark makes free throw 2 of 2,1,117-113,,
0:11.0,,,117-116,3,L. Williams makes 3-pt shot from 26 ft (assist by M. Harrell)
0:09.0,,,117-116,,Personal take foul by L. Williams (drawn by I. Clark)
0:09.0,I. Clark makes free throw 1 of 2,1,118-116,,
0:09.0,I. Clark makes free throw 2 of 2,1,119-116,,
0:06.0,Personal take foul by J. Holiday (drawn by L. Williams),,119-116,,
0:06.0,,,119-116,,L. Williams misses free throw 1 of 2
0:06.0,,,119-116,,Offensive rebound by Team
0:06.0,N. Mirotic enters the game for I. Clark,,119-116,,
0:06.0,,,119-116,,L. Williams misses free throw 2 of 2
0:05.0,Defensive rebound by A. Davis,,119-116,,
0:05.0,,,119-116,,Personal take foul by M. Harrell (drawn by A. Davis)
0:05.0,A. Davis makes free throw 1 of 2,1,120-116,,
0:05.0,I. Clark enters the game for N. Mirotic,,120-116,,
0:05.0,A. Davis makes free throw 2 of 2,1,121-116,,
0:01.0,,,121-116,,M. Harrell misses 3-pt shot from 27 ft
0:00.0,,,121-116,,Offensive rebound by Team
