time,Oklahoma City,pts.away,score,pts.home,Orlando
5:18.0,,,92-109,3,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton)
4:59.0,R. Westbrook misses 2-pt shot from 5 ft,,92-109,,
4:52.0,Offensive rebound by A. Roberson,,92-109,,
4:51.0,A. Roberson makes 2-pt shot from 1 ft,2,94-109,,
4:34.0,,,94-109,,Turnover by E. Fournier (traveling)
4:27.0,R. Westbrook makes 2-pt shot from 2 ft,2,96-109,,
4:11.0,,,96-109,,E. Fournier misses 3-pt shot from 26 ft
4:08.0,Defensive rebound by C. Anthony,,96-109,,
4:00.0,R. Westbrook makes 3-pt shot from 26 ft,3,99-109,,
3:39.0,,,99-111,2,N. Vucevic makes 2-pt shot from 19 ft (assist by E. Fournier)
3:30.0,Turnover by R. Westbrook (bad pass; steal by E. Payton),,99-111,,
3:30.0,Personal foul by P. George (drawn by E. Payton),,99-111,,
3:30.0,,,99-111,,E. Payton misses free throw 1 of 2
3:30.0,,,99-111,,Offensive rebound by Team
3:30.0,,,99-111,,B. Biyombo enters the game for N. Vucevic
3:30.0,,,99-112,1,E. Payton makes free throw 2 of 2
3:20.0,R. Westbrook misses 2-pt shot from 2 ft,,99-112,,
3:11.0,Offensive rebound by R. Westbrook,,99-112,,
3:11.0,R. Westbrook makes 2-pt shot at rim,2,101-112,,
3:03.0,,,101-114,2,B. Biyombo makes 2-pt shot from 1 ft (assist by A. Gordon)
2:48.0,C. Anthony makes 2-pt shot from 16 ft,2,103-114,,
2:26.0,,,103-117,3,E. Fournier makes 3-pt shot from 24 ft (assist by B. Biyombo)
2:24.0,Oklahoma City full timeout,,103-117,,
2:12.0,C. Anthony misses 3-pt shot from 26 ft,,103-117,,
2:10.0,,,103-117,,Defensive rebound by E. Payton
1:56.0,,,103-117,,A. Gordon misses 3-pt shot from 25 ft
1:52.0,,,103-117,,Offensive rebound by B. Biyombo
1:36.0,,,103-117,,E. Fournier misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by R. Westbrook,,103-117,,
1:26.0,,,103-117,,Personal foul by J. Simmons (drawn by R. Westbrook)
1:19.0,Turnover by R. Westbrook (lost ball; steal by E. Payton),,103-117,,
1:14.0,,,103-117,,E. Payton misses 2-pt shot from 6 ft (block by C. Anthony)
1:11.0,Defensive rebound by C. Anthony,,103-117,,
1:10.0,R. Westbrook makes 3-pt shot from 23 ft (assist by P. George),3,106-117,,
0:57.0,,,106-120,3,A. Gordon makes 3-pt shot from 22 ft (assist by E. Payton)
0:52.0,,,106-120,,Personal foul by E. Fournier (drawn by R. Westbrook)
0:52.0,R. Westbrook misses free throw 1 of 2,,106-120,,
0:52.0,Offensive rebound by Team,,106-120,,
0:52.0,,,106-120,,N. Vucevic enters the game for B. Biyombo
0:52.0,R. Westbrook makes free throw 2 of 2,1,107-120,,
0:43.0,Personal take foul by R. Westbrook (drawn by E. Payton),,107-120,,
0:43.0,,,107-121,1,E. Payton makes free throw 1 of 2
0:43.0,,,107-121,,E. Payton misses free throw 2 of 2
0:43.0,Defensive rebound by R. Westbrook,,107-121,,
0:36.0,Shooting foul by E. Fournier (drawn by A. Roberson),,107-121,,
0:36.0,A. Roberson makes free throw 1 of 2,1,108-121,,
0:36.0,A. Roberson misses free throw 2 of 2,,108-121,,
0:33.0,,,108-121,,Defensive rebound by A. Gordon
0:27.0,,,108-121,,Turnover by E. Fournier (lost ball; steal by R. Westbrook)
0:21.0,R. Westbrook misses 3-pt shot from 26 ft,,108-121,,
0:18.0,Offensive rebound by S. Adams,,108-121,,
0:17.0,A. Roberson misses 3-pt shot from 25 ft,,108-121,,
0:17.0,,,108-121,,Defensive rebound by A. Gordon
