time,Memphis,pts.away,score,pts.home,Oklahoma City
5:37.0,Turnover by M. Chalmers (turnover),,83-107,,
5:37.0,,,83-107,,P. George enters the game for J. Huestis
5:37.0,I. Rabb enters the game for M. Gasol,,83-107,,
5:27.0,,,83-107,,P. George misses 3-pt shot from 26 ft
5:23.0,,,83-107,,Offensive rebound by A. Abrines
5:11.0,,,83-107,,A. Abrines misses 3-pt shot from 26 ft
5:09.0,,,83-107,,Offensive rebound by Team
5:01.0,,,83-107,,T. Ferguson misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by J. Green,,83-107,,
4:50.0,Turnover by M. Chalmers (lost ball; steal by A. Abrines),,83-107,,
4:39.0,,,83-107,,Offensive foul by S. Adams (drawn by M. Chalmers)
4:39.0,,,83-107,,Turnover by S. Adams (offensive foul)
4:39.0,J. Martin enters the game for J. Green,,83-107,,
4:26.0,M. Henry makes 2-pt shot at rim,2,85-107,,
4:01.0,,,85-107,,Turnover by P. Patterson (lost ball; steal by M. Henry)
3:57.0,D. Brooks makes 2-pt shot from 1 ft (assist by M. Henry),2,87-107,,
3:56.0,,,87-107,,Oklahoma City full timeout
3:56.0,,,87-107,,R. Felton enters the game for T. Ferguson
3:56.0,,,87-107,,J. Grant enters the game for P. Patterson
3:44.0,,,87-107,,Turnover by R. Felton (bad pass)
3:32.0,M. Henry makes 3-pt shot from 25 ft (assist by D. Brooks),3,90-107,,
3:12.0,,,90-107,,R. Felton misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by D. Brooks,,90-107,,
3:07.0,M. Henry misses 3-pt shot from 25 ft,,90-107,,
3:04.0,,,90-107,,Defensive rebound by R. Felton
2:46.0,,,90-107,,S. Adams misses 2-pt shot from 6 ft
2:44.0,Defensive rebound by J. Martin,,90-107,,
2:31.0,Turnover by D. Brooks (traveling),,90-107,,
2:17.0,,,90-109,2,P. George makes 2-pt shot from 18 ft (assist by J. Grant)
2:17.0,,,90-109,,Shooting foul by D. Brooks (drawn by P. George)
2:17.0,B. McLemore enters the game for D. Brooks,,90-109,,
2:17.0,,,90-110,1,P. George makes free throw 1 of 1
2:08.0,,,90-110,,Personal foul by P. George (drawn by B. McLemore)
2:08.0,,,90-110,,T. Ferguson enters the game for R. Felton
2:08.0,,,90-110,,D. Johnson enters the game for S. Adams
2:08.0,,,90-110,,J. Huestis enters the game for P. George
2:02.0,B. McLemore misses 3-pt shot from 22 ft,,90-110,,
1:57.0,Offensive rebound by B. McLemore,,90-110,,
1:52.0,M. Chalmers misses 2-pt shot from 20 ft,,90-110,,
1:50.0,,,90-110,,Defensive rebound by J. Grant
1:32.0,,,90-110,,J. Grant misses 3-pt shot from 26 ft
1:27.0,Defensive rebound by B. McLemore,,90-110,,
1:18.0,I. Rabb misses 2-pt shot from 16 ft,,90-110,,
1:14.0,Offensive rebound by I. Rabb,,90-110,,
0:59.0,,,90-110,,Personal foul by J. Grant (drawn by I. Rabb)
0:59.0,,,90-110,,P. Dozier enters the game for A. Abrines
0:59.0,,,90-110,,D. Hamilton enters the game for J. Grant
0:59.0,,,90-110,,K. Singler enters the game for J. Huestis
0:53.0,M. Chalmers misses 2-pt shot from 10 ft,,90-110,,
0:51.0,Offensive rebound by I. Rabb,,90-110,,
0:50.0,I. Rabb misses 2-pt shot from 1 ft,,90-110,,
0:49.0,Offensive rebound by J. Martin,,90-110,,
0:49.0,J. Martin makes 2-pt shot at rim,2,92-110,,
0:30.0,,,92-110,,D. Hamilton misses 3-pt shot from 25 ft
0:27.0,,,92-110,,Offensive rebound by T. Ferguson
0:25.0,,,92-110,,Turnover by P. Dozier (traveling)
0:09.0,J. Martin misses 2-pt shot from 21 ft,,92-110,,
0:09.0,,,92-110,,Defensive rebound by D. Hamilton
