time,Cleveland,pts.away,score,pts.home,Chicago
0:30.0,,,111-105,,C. Payne misses 2-pt shot from 3 ft (block by L. James)
0:29.0,,,111-105,,Offensive rebound by Team
0:26.0,,,111-107,2,A. Blakeney makes 2-pt shot at rim (assist by C. Payne)
0:25.0,,,111-107,,Personal take foul by P. Zipser (drawn by G. Hill)
0:25.0,G. Hill makes free throw 1 of 2,1,112-107,,
0:25.0,G. Hill makes free throw 2 of 2,1,113-107,,
0:13.0,,,113-109,2,D. Valentine makes 2-pt shot at rim
0:11.0,,,113-109,,Personal take foul by D. Valentine (drawn by G. Hill)
0:11.0,G. Hill makes free throw 1 of 2,1,114-109,,
0:11.0,,,114-109,,C. Felicio enters the game for C. Payne
0:11.0,G. Hill misses free throw 2 of 2,,114-109,,
0:11.0,,,114-109,,Defensive rebound by B. Portis
0:11.0,,,114-109,,Chicago full timeout
0:11.0,,,114-109,,C. Payne enters the game for C. Felicio
0:07.0,,,114-109,,P. Zipser misses 2-pt shot from 21 ft
0:05.0,Defensive rebound by L. James,,114-109,,
