time,New Orleans,pts.away,score,pts.home,San Antonio
3:52.0,,,88-91,,D. Bertans enters the game for K. Anderson
3:52.0,,,88-91,,M. Ginobili enters the game for P. Mills
3:52.0,,,88-91,,D. Murray enters the game for T. Parker
3:52.0,New Orleans full timeout,,88-91,,
3:39.0,,,88-91,,D. Green misses 3-pt shot from 25 ft
3:37.0,Defensive rebound by J. Holiday,,88-91,,
3:26.0,J. Holiday makes 2-pt shot from 15 ft,2,90-91,,
2:58.0,,,90-91,,D. Green misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by E. Moore,,90-91,,
2:49.0,J. Holiday misses 3-pt shot from 26 ft,,90-91,,
2:46.0,,,90-91,,Defensive rebound by D. Murray
2:37.0,,,90-91,,L. Aldridge misses 2-pt shot from 20 ft
2:35.0,Defensive rebound by E. Moore,,90-91,,
2:11.0,J. Holiday misses 2-pt shot from 15 ft,,90-91,,
2:09.0,,,90-91,,Defensive rebound by L. Aldridge
2:06.0,,,90-91,,San Antonio full timeout
2:06.0,,,90-91,,K. Anderson enters the game for D. Bertans
2:06.0,,,90-91,,P. Mills enters the game for D. Murray
1:51.0,,,90-91,,Shooting foul by A. Davis (drawn by L. Aldridge)
1:51.0,E. Okafor enters the game for A. Davis,,90-91,,
1:51.0,,,90-92,1,L. Aldridge makes free throw 1 of 2
1:51.0,,,90-93,1,L. Aldridge makes free throw 2 of 2
1:26.0,D. Miller misses 2-pt shot from 20 ft,,90-93,,
1:26.0,Offensive rebound by Team,,90-93,,
1:26.0,Turnover by Team (shot clock),,90-93,,
1:08.0,,,90-93,,L. Aldridge misses 2-pt shot from 12 ft
1:08.0,Defensive rebound by Team,,90-93,,
0:52.0,E. Moore misses 2-pt shot from 9 ft (block by L. Aldridge),,90-93,,
0:50.0,,,90-93,,Defensive rebound by M. Ginobili
0:33.0,,,90-93,,D. Green misses 3-pt shot from 22 ft
0:31.0,,,90-93,,Offensive rebound by L. Aldridge
0:24.0,Jump ball: L. Aldridge vs. J. Holiday (E. Okafor gains possession),,,,Jump ball: L. Aldridge vs. J. Holiday (E. Okafor gains possession)
0:24.0,,,90-93,,Turnover by L. Aldridge (turnover; steal by J. Holiday)
0:23.0,New Orleans full timeout,,90-93,,
0:23.0,N. Mirotic enters the game for E. Moore,,90-93,,
0:21.0,,,90-93,,Personal foul by D. Green (drawn by J. Holiday)
0:21.0,J. Holiday misses free throw 1 of 2,,90-93,,
0:21.0,Offensive rebound by Team,,90-93,,
0:21.0,E. Moore enters the game for E. Okafor,,90-93,,
0:21.0,J. Holiday makes free throw 2 of 2,1,91-93,,
0:15.0,Personal foul by N. Mirotic (drawn by M. Ginobili),,91-93,,
0:15.0,,,91-94,1,M. Ginobili makes free throw 1 of 2
0:15.0,E. Okafor enters the game for I. Clark,,91-94,,
0:15.0,,,91-95,1,M. Ginobili makes free throw 2 of 2
0:09.0,J. Holiday makes 2-pt shot from 1 ft,2,93-95,,
0:09.0,Personal foul by D. Miller (drawn by P. Mills),,93-95,,
0:09.0,,,93-96,1,P. Mills makes free throw 1 of 2
0:09.0,I. Clark enters the game for E. Okafor,,93-96,,
0:09.0,,,93-96,,P. Mills misses free throw 2 of 2
0:09.0,Defensive rebound by N. Mirotic,,93-96,,
0:09.0,New Orleans full timeout,,93-96,,
0:05.0,N. Mirotic misses 2-pt shot from 20 ft,,93-96,,
0:05.0,,,93-96,,Defensive rebound by Team
0:03.0,Personal foul by D. Miller (drawn by P. Mills),,93-96,,
0:03.0,,,93-97,1,P. Mills makes free throw 1 of 2
0:03.0,,,93-98,1,P. Mills makes free throw 2 of 2
