time,Cleveland,pts.away,score,pts.home,Boston
1:48.0,C. Osman enters the game for J. Smith,,91-105,,
1:48.0,L. Nance enters the game for L. James,,91-105,,
1:48.0,J. Calderon enters the game for K. Korver,,91-105,,
1:34.0,R. Hood misses 2-pt shot from 13 ft (block by A. Horford),,91-105,,
1:31.0,,,91-105,,Defensive rebound by A. Horford
1:10.0,,,91-105,,T. Rozier misses 3-pt shot from 27 ft
1:07.0,Defensive rebound by R. Hood,,91-105,,
1:05.0,Shooting foul by M. Smart (drawn by J. Green),,91-105,,
1:05.0,J. Green misses free throw 1 of 2,,91-105,,
1:05.0,Offensive rebound by Team,,91-105,,
1:05.0,,,91-105,,A. Nader enters the game for J. Brown
1:05.0,,,91-105,,G. Yabusele enters the game for M. Smart
1:05.0,,,91-105,,S. Ojeleye enters the game for A. Horford
1:05.0,J. Green makes free throw 2 of 2,1,92-105,,
0:41.0,,,92-107,2,A. Nader makes 2-pt shot from 14 ft
0:34.0,R. Hood makes 2-pt shot from 4 ft,2,94-107,,
0:10.0,,,94-107,,Turnover by Team (shot clock)
