time,Atlanta,pts.away,score,pts.home,Chicago
3:51.0,,,78-81,,Defensive rebound by L. Markkanen
3:48.0,,,78-81,,D. Valentine misses 3-pt shot from 26 ft
3:42.0,Defensive rebound by M. Delaney,,78-81,,
3:32.0,K. Bazemore misses 2-pt shot from 1 ft,,78-81,,
3:29.0,,,78-81,,Shooting foul by M. Muscala (drawn by J. Grant)
3:29.0,,,78-82,1,J. Grant makes free throw 1 of 2
3:29.0,,,78-83,1,J. Grant makes free throw 2 of 2
3:28.0,,,78-83,,Offensive rebound by L. Markkanen
3:16.0,M. Belinelli makes 3-pt shot from 25 ft (assist by M. Muscala),3,81-83,,
2:53.0,,,81-85,2,D. Valentine makes 2-pt shot from 9 ft
2:34.0,K. Bazemore misses 2-pt shot from 3 ft,,81-85,,
2:26.0,Offensive rebound by M. Muscala,,81-85,,
2:25.0,M. Muscala makes 2-pt shot from 1 ft,2,83-85,,
2:14.0,,,83-85,,Turnover by L. Markkanen (bad pass; steal by K. Bazemore)
2:08.0,Turnover by M. Muscala (lost ball; steal by J. Grant),,83-85,,
1:54.0,,,83-85,,J. Holiday misses 3-pt shot from 25 ft
1:54.0,,,83-85,,J. Holiday misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by J. Collins,,83-85,,
1:52.0,,,83-85,,Defensive rebound by J. Holiday
1:48.0,M. Belinelli makes 3-pt shot from 26 ft (assist by M. Delaney),3,86-85,,
1:35.0,,,86-87,2,J. Holiday makes 2-pt shot from 1 ft (assist by R. Lopez)
1:19.0,M. Muscala misses 3-pt shot from 26 ft,,86-87,,
1:10.0,,,86-87,,Defensive rebound by L. Markkanen
1:00.0,,,86-87,,J. Grant misses 2-pt shot from 16 ft
0:59.0,,,86-87,,Offensive rebound by Team
0:49.0,,,86-90,3,L. Markkanen makes 3-pt shot from 25 ft (assist by J. Grant)
0:48.0,Atlanta full timeout,,86-90,,
0:48.0,D. Dedmon enters the game for J. Collins,,86-90,,
0:42.0,M. Delaney misses 3-pt shot from 25 ft,,86-90,,
0:36.0,,,86-90,,Defensive rebound by D. Valentine
0:36.0,,,86-90,,Chicago full timeout
0:36.0,T. Waller-Prince enters the game for M. Muscala,,86-90,,
0:19.0,,,86-90,,D. Valentine misses 3-pt shot from 25 ft
0:17.0,Defensive rebound by Team,,86-90,,
0:17.0,,,86-90,,D. Nwaba enters the game for D. Valentine
0:17.0,M. Muscala enters the game for T. Waller-Prince,,86-90,,
0:06.0,M. Belinelli misses 3-pt shot from 27 ft,,86-90,,
0:06.0,,,86-90,,Defensive rebound by D. Nwaba
0:06.0,Personal foul by M. Muscala (drawn by J. Grant),,86-90,,
0:06.0,,,86-90,,J. Grant misses free throw 1 of 2
0:06.0,,,86-90,,Offensive rebound by Team
0:06.0,,,86-91,1,J. Grant makes free throw 2 of 2
0:06.0,Atlanta full timeout,,86-91,,
0:01.0,M. Belinelli misses 3-pt shot from 23 ft,,86-91,,
0:00.0,Offensive rebound by M. Muscala,,86-91,,
