time,Phoenix,pts.away,score,pts.home,LA Lakers
7:07.0,,,104-96,,LA Lakers full timeout
7:07.0,,,104-96,,B. Lopez enters the game for C. Brewer
7:07.0,,,104-96,,K. Caldwell-Pope enters the game for J. Randle
6:53.0,,,104-98,2,K. Kuzma makes 2-pt shot from 12 ft (assist by L. Ball)
6:40.0,T. Ulis makes 2-pt shot from 14 ft,2,106-98,,
6:27.0,,,106-101,3,K. Kuzma makes 3-pt shot from 23 ft (assist by L. Ball)
6:06.0,D. Booker makes 2-pt shot from 2 ft,2,108-101,,
5:56.0,,,108-103,2,B. Lopez makes 2-pt shot from 3 ft (assist by K. Kuzma)
5:37.0,Shooting foul by B. Lopez (drawn by A. Len),,108-103,,
5:37.0,A. Len makes free throw 1 of 2,1,109-103,,
5:37.0,J. Jackson enters the game for D. Bender,,109-103,,
5:37.0,A. Len makes free throw 2 of 2,1,110-103,,
5:26.0,,,110-103,,K. Caldwell-Pope misses 3-pt shot from 24 ft
5:23.0,Defensive rebound by A. Len,,110-103,,
5:16.0,D. Booker makes 2-pt shot from 12 ft,2,112-103,,
5:09.0,Personal foul by D. Booker (drawn by K. Kuzma),,112-103,,
4:59.0,,,112-103,,Turnover by K. Kuzma (lost ball; steal by J. Jackson)
4:53.0,A. Len misses 2-pt shot from 2 ft (block by B. Lopez),,112-103,,
4:53.0,Offensive rebound by A. Len,,112-103,,
4:53.0,Shooting foul by K. Caldwell-Pope (drawn by A. Len),,112-103,,
4:53.0,A. Len makes free throw 1 of 2,1,113-103,,
4:53.0,A. Len makes free throw 2 of 2,1,114-103,,
4:38.0,,,114-103,,K. Kuzma misses 3-pt shot from 26 ft
4:36.0,Defensive rebound by A. Len,,114-103,,
4:36.0,Offensive foul by A. Len (drawn by L. Ball),,114-103,,
4:36.0,Turnover by A. Len (offensive foul),,114-103,,
4:27.0,,,114-105,2,K. Caldwell-Pope makes 2-pt shot from 21 ft (assist by B. Lopez)
4:06.0,T. Ulis makes 2-pt shot from 6 ft (assist by D. Booker),2,116-105,,
3:56.0,,,116-107,2,K. Kuzma makes 2-pt shot from 3 ft
3:33.0,D. Booker misses 3-pt shot from 26 ft,,116-107,,
3:31.0,,,116-107,,Defensive rebound by K. Caldwell-Pope
3:24.0,,,116-107,,B. Lopez misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by T. Warren,,116-107,,
3:17.0,Phoenix full timeout,,116-107,,
3:17.0,Technical foul by J. Jackson,,116-107,,
3:17.0,,,116-107,,K. Kuzma misses technical free throw
3:17.0,Defensive rebound by Team,,116-107,,
3:09.0,Turnover by D. Booker (turnover),,116-107,,
2:59.0,,,116-107,,B. Lopez misses 2-pt shot from 12 ft
2:57.0,Defensive rebound by A. Len,,116-107,,
2:47.0,T. Ulis makes 3-pt shot from 27 ft,3,119-107,,
2:34.0,,,119-107,,B. Ingram misses 2-pt shot from 1 ft
2:31.0,,,119-107,,Offensive rebound by K. Kuzma
2:29.0,,,119-107,,K. Kuzma misses 2-pt shot from 2 ft
2:29.0,,,119-107,,Offensive rebound by B. Ingram
2:24.0,,,119-107,,B. Ingram misses 2-pt shot at rim
2:23.0,Defensive rebound by T. Warren,,119-107,,
2:12.0,T. Ulis misses 2-pt shot from 1 ft,,119-107,,
2:10.0,,,119-107,,Defensive rebound by L. Ball
2:08.0,,,119-107,,Offensive charge foul by K. Caldwell-Pope (drawn by D. Booker)
2:08.0,,,119-107,,Turnover by K. Caldwell-Pope (offensive foul)
1:50.0,Turnover by D. Booker (lost ball; steal by L. Ball),,119-107,,
1:50.0,Personal foul by D. Booker (drawn by K. Caldwell-Pope),,119-107,,
1:50.0,,,119-107,,K. Caldwell-Pope misses free throw 1 of 2
1:50.0,,,119-107,,Offensive rebound by Team
1:50.0,,,119-108,1,K. Caldwell-Pope makes free throw 2 of 2
1:35.0,T. Ulis misses 2-pt shot from 5 ft (block by B. Lopez),,119-108,,
1:32.0,Offensive rebound by A. Len,,119-108,,
1:31.0,A. Len misses 2-pt shot from 3 ft,,119-108,,
1:28.0,Offensive rebound by A. Len,,119-108,,
1:28.0,A. Len makes 2-pt shot at rim,2,121-108,,
1:24.0,,,121-108,,K. Kuzma misses 3-pt shot from 23 ft
1:20.0,,,121-108,,Offensive rebound by K. Caldwell-Pope
1:15.0,,,121-110,2,B. Ingram makes 2-pt shot from 2 ft
1:13.0,Turnover by J. Jackson (lost ball; steal by L. Ball),,121-110,,
1:13.0,,,121-112,2,K. Kuzma makes 2-pt shot from 1 ft
1:13.0,,,121-112,,Shooting foul by J. Jackson (drawn by K. Kuzma)
1:13.0,,,121-113,1,K. Kuzma makes free throw 1 of 1
1:09.0,Shooting foul by B. Ingram (drawn by T. Ulis),,121-113,,
1:09.0,T. Ulis makes free throw 2 of 2,1,122-113,,
1:09.0,T. Ulis misses free throw 1 of 2,,122-113,,
1:09.0,Offensive rebound by Team,,122-113,,
1:09.0,M. James enters the game for J. Jackson,,122-113,,
1:00.0,,,122-113,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:54.0,Defensive rebound by T. Ulis,,122-113,,
0:41.0,D. Booker misses 3-pt shot from 26 ft,,122-113,,
0:38.0,,,122-113,,Defensive rebound by K. Kuzma
0:32.0,,,122-113,,Turnover by K. Kuzma (bad pass; steal by M. James)
0:10.0,D. Booker misses 3-pt shot from 26 ft,,122-113,,
0:08.0,Offensive rebound by A. Len,,122-113,,
