time,Boston,pts.away,score,pts.home,Philadelphia
6:21.0,T. Rozier misses 3-pt shot from 26 ft,,78-90,,
6:18.0,,,78-90,,Defensive rebound by B. Simmons
6:12.0,,,78-90,,R. Covington misses 3-pt shot from 28 ft
6:09.0,Defensive rebound by M. Morris,,78-90,,
6:05.0,,,78-90,,T. McConnell enters the game for R. Covington
5:54.0,,,78-90,,Personal foul by E. Ilyasova (drawn by M. Smart)
5:54.0,M. Smart makes free throw 1 of 2,1,79-90,,
5:54.0,,,79-90,,J. Redick enters the game for M. Belinelli
5:54.0,,,79-90,,J. Embiid enters the game for E. Ilyasova
5:54.0,M. Smart makes free throw 2 of 2,1,80-90,,
5:42.0,,,80-92,2,J. Embiid makes 2-pt shot at rim (assist by B. Simmons)
5:26.0,M. Smart makes 2-pt shot from 1 ft,2,82-92,,
5:07.0,,,82-92,,Turnover by B. Simmons (bad pass; steal by M. Smart)
4:47.0,J. Tatum misses 3-pt shot from 27 ft,,82-92,,
4:40.0,,,82-92,,Defensive rebound by B. Simmons
4:27.0,,,82-92,,Offensive foul by J. Embiid (drawn by A. Horford)
4:27.0,,,82-92,,Turnover by J. Embiid (offensive foul)
4:18.0,T. Rozier misses 3-pt shot from 27 ft,,82-92,,
4:14.0,,,82-92,,Defensive rebound by D. Saric
3:54.0,,,82-92,,J. Embiid misses 3-pt shot from 25 ft
3:53.0,Defensive rebound by Team,,82-92,,
3:53.0,Boston full timeout,,82-92,,
3:37.0,M. Morris misses 3-pt shot from 26 ft,,82-92,,
3:33.0,,,82-92,,Defensive rebound by B. Simmons
3:30.0,,,82-92,,Turnover by B. Simmons (bad pass)
3:22.0,J. Tatum misses 3-pt shot from 26 ft,,82-92,,
3:21.0,,,82-92,,Defensive rebound by Team
3:12.0,Personal foul by M. Morris (drawn by J. Embiid),,82-92,,
3:02.0,,,82-94,2,B. Simmons makes 2-pt shot at rim (assist by J. Redick)
2:52.0,M. Smart makes 2-pt shot from 1 ft,2,84-94,,
2:28.0,,,84-96,2,D. Saric makes 2-pt shot from 9 ft (assist by B. Simmons)
2:19.0,Shooting foul by D. Saric (drawn by A. Horford),,84-96,,
2:19.0,A. Horford makes free throw 1 of 2,1,85-96,,
2:19.0,A. Horford makes free throw 2 of 2,1,86-96,,
2:10.0,,,86-96,,J. Redick misses 3-pt shot from 26 ft
2:07.0,,,86-96,,Offensive rebound by D. Saric
1:56.0,,,86-98,2,T. McConnell makes 2-pt shot from 1 ft
1:46.0,M. Morris misses 3-pt shot from 27 ft,,86-98,,
1:42.0,,,86-98,,Defensive rebound by B. Simmons
1:22.0,Personal foul by M. Smart (drawn by D. Saric),,86-98,,
1:22.0,,,86-98,,R. Covington enters the game for J. Embiid
1:22.0,S. Ojeleye enters the game for M. Smart,,86-98,,
1:12.0,,,86-98,,Shooting foul by T. Rozier (drawn by B. Simmons)
1:12.0,,,86-99,1,B. Simmons makes free throw 1 of 2
1:12.0,G. Monroe enters the game for A. Horford,,86-99,,
1:12.0,A. Nader enters the game for T. Rozier,,86-99,,
1:12.0,G. Yabusele enters the game for M. Morris,,86-99,,
1:12.0,,,86-99,,B. Simmons misses free throw 2 of 2
1:09.0,Defensive rebound by G. Monroe,,86-99,,
0:53.0,J. Tatum makes 3-pt shot from 27 ft (assist by A. Nader),3,89-99,,
0:46.0,Personal take foul by S. Ojeleye (drawn by B. Simmons),,89-99,,
0:46.0,,,89-100,1,B. Simmons makes free throw 1 of 2
0:46.0,,,89-100,,J. Anderson enters the game for J. Redick
0:46.0,,,89-101,1,B. Simmons makes free throw 2 of 2
0:34.0,G. Monroe makes 2-pt shot from 6 ft (assist by J. Tatum),2,91-101,,
0:34.0,Shooting foul by D. Saric (drawn by G. Monroe),,91-101,,
0:34.0,G. Monroe makes free throw 1 of 1,1,92-101,,
0:32.0,Personal take foul by S. Ojeleye (drawn by B. Simmons),,92-101,,
0:32.0,,,92-102,1,B. Simmons makes free throw 1 of 2
0:32.0,,,92-103,1,B. Simmons makes free throw 2 of 2
0:25.0,Shooting foul by R. Covington (drawn by A. Nader),,92-103,,
0:25.0,A. Nader misses free throw 1 of 2,,92-103,,
0:25.0,Offensive rebound by Team,,92-103,,
0:25.0,A. Nader misses free throw 2 of 2,,92-103,,
0:23.0,,,92-103,,Defensive rebound by R. Covington
0:01.0,,,92-103,,Turnover by Team (shot clock)
