time,LA Clippers,pts.away,score,pts.home,Minnesota
4:56.0,Shooting foul by K. Towns (drawn by M. Harrell),,93-113,,
4:56.0,M. Harrell makes free throw 1 of 2,1,94-113,,
4:56.0,,,94-113,,T. Jones enters the game for J. Teague
4:56.0,M. Harrell makes free throw 2 of 2,1,95-113,,
4:38.0,,,95-115,2,K. Towns makes 2-pt shot at rim (assist by J. Crawford)
4:38.0,,,95-115,,Shooting foul by M. Harrell (drawn by K. Towns)
4:38.0,B. Marjanovic enters the game for M. Harrell,,95-115,,
4:38.0,,,95-116,1,K. Towns makes free throw 1 of 1
4:24.0,S. Dekker makes 2-pt shot from 7 ft (assist by J. Evans),2,97-116,,
4:08.0,,,97-116,,J. Crawford misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by B. Marjanovic,,97-116,,
3:53.0,S. Dekker makes 2-pt shot at rim (assist by S. Kilpatrick),2,99-116,,
3:27.0,,,99-118,2,T. Gibson makes 2-pt shot from 19 ft
3:15.0,S. Kilpatrick makes 2-pt shot from 2 ft (assist by B. Marjanovic),2,101-118,,
2:51.0,Personal foul by J. Evans (drawn by K. Towns),,101-118,,
2:51.0,,,101-118,,Minnesota full timeout
2:42.0,,,101-118,,K. Towns misses 2-pt shot from 23 ft
2:40.0,Defensive rebound by B. Marjanovic,,101-118,,
2:28.0,Shooting foul by T. Jones (drawn by J. Evans),,101-118,,
2:28.0,J. Evans misses free throw 1 of 2,,101-118,,
2:28.0,Offensive rebound by Team,,101-118,,
2:28.0,,,101-118,,G. Dieng enters the game for T. Gibson
2:28.0,J. Evans makes free throw 2 of 2,1,102-118,,
2:17.0,Personal foul by S. Dekker (drawn by K. Towns),,102-118,,
2:17.0,,,102-119,1,K. Towns makes free throw 1 of 2
2:17.0,,,102-119,,N. Bjelica enters the game for A. Wiggins
2:17.0,,,102-120,1,K. Towns makes free throw 2 of 2
2:02.0,S. Dekker misses 2-pt shot from 1 ft,,102-120,,
2:00.0,Offensive rebound by B. Marjanovic,,102-120,,
2:00.0,B. Marjanovic makes 2-pt shot from 1 ft,2,104-120,,
1:38.0,,,104-120,,J. Crawford misses 3-pt shot from 28 ft
1:37.0,Defensive rebound by Team,,104-120,,
1:37.0,,,104-120,,Loose ball foul by N. Bjelica (drawn by S. Kilpatrick)
1:37.0,S. Kilpatrick makes free throw 1 of 2,1,105-120,,
1:37.0,,,105-120,,C. Aldrich enters the game for K. Towns
1:37.0,S. Kilpatrick makes free throw 2 of 2,1,106-120,,
1:23.0,,,106-120,,T. Jones misses 2-pt shot from 20 ft
1:20.0,,,106-120,,Offensive rebound by G. Dieng
1:03.0,,,106-120,,N. Bjelica misses 2-pt shot from 2 ft (block by B. Marjanovic)
1:00.0,,,106-120,,Offensive rebound by G. Dieng
0:58.0,,,106-123,3,J. Crawford makes 3-pt shot from 23 ft (assist by G. Dieng)
0:49.0,W. Johnson makes 3-pt shot from 23 ft,3,109-123,,
0:29.0,,,109-123,,N. Bjelica misses 3-pt shot from 24 ft
0:25.0,,,109-123,,Offensive rebound by G. Dieng
0:21.0,,,109-123,,G. Dieng misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by B. Marjanovic,,109-123,,
0:03.0,Turnover by J. Evans (bad pass),,109-123,,
