time,New Orleans,pts.away,score,pts.home,Sacramento
2:07.0,Violation by N. Mirotic (kicked ball),,109-96,,
1:57.0,,,109-99,3,F. Mason makes 3-pt shot from 25 ft
1:45.0,N. Mirotic makes 2-pt shot from 14 ft (assist by J. Holiday),2,111-99,,
1:25.0,,,111-101,2,S. Labissiere makes 2-pt shot from 12 ft
1:01.0,J. Holiday makes 3-pt shot from 24 ft,3,114-101,,
0:50.0,,,114-101,,B. Hield misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by R. Rondo,,114-101,,
0:35.0,Offensive foul by J. Holiday (drawn by J. Sampson),,114-101,,
0:35.0,Turnover by J. Holiday (offensive foul),,114-101,,
0:20.0,,,114-101,,B. Hield misses 2-pt shot from 6 ft (block by J. Holiday)
0:20.0,Defensive rebound by Team,,114-101,,
