time,Orlando,pts.away,score,pts.home,Miami
6:44.0,Turnover by M. Speights (offensive foul),,107-96,,
6:35.0,,,107-98,2,J. Winslow makes 2-pt shot from 2 ft
6:35.0,Shooting block foul by D. Augustin (drawn by J. Winslow),,107-98,,
6:35.0,E. Fournier enters the game for W. Iwundu,,107-98,,
6:35.0,,,107-99,1,J. Winslow makes free throw 1 of 1
6:13.0,A. Afflalo misses 2-pt shot from 20 ft,,107-99,,
6:11.0,,,107-99,,Defensive rebound by G. Dragic
6:03.0,,,107-99,,W. Ellington misses 3-pt shot from 24 ft
6:01.0,Defensive rebound by A. Afflalo,,107-99,,
5:47.0,A. Afflalo misses 2-pt shot from 8 ft,,107-99,,
5:45.0,,,107-99,,Defensive rebound by B. Adebayo
5:39.0,,,107-99,,Offensive charge foul by G. Dragic (drawn by M. Speights)
5:39.0,,,107-99,,Turnover by G. Dragic (offensive foul)
5:39.0,,,107-99,,T. Johnson enters the game for W. Ellington
5:39.0,J. Simmons enters the game for A. Afflalo,,107-99,,
5:27.0,Turnover by S. Mack (lost ball; steal by G. Dragic),,107-99,,
5:23.0,,,107-101,2,B. Adebayo makes 2-pt shot at rim (assist by G. Dragic)
5:23.0,,,107-101,,Shooting foul by M. Speights (drawn by B. Adebayo)
5:23.0,,,107-101,,B. Adebayo misses free throw 1 of 1
5:12.0,Defensive rebound by J. Simmons,,107-101,,
5:09.0,D. Augustin misses 2-pt shot from 1 ft (block by B. Adebayo),,107-101,,
5:04.0,,,107-101,,Defensive rebound by J. Winslow
5:04.0,,,107-103,2,J. Richardson makes 2-pt shot from 1 ft (assist by J. Winslow)
5:04.0,Orlando full timeout,,107-103,,
5:04.0,E. Payton enters the game for M. Speights,,107-103,,
5:04.0,B. Biyombo enters the game for S. Mack,,107-103,,
5:04.0,M. Hezonja enters the game for D. Augustin,,107-103,,
4:45.0,M. Hezonja misses 3-pt shot from 26 ft,,107-103,,
4:42.0,,,107-103,,Defensive rebound by G. Dragic
4:23.0,,,107-105,2,J. Richardson makes 2-pt shot from 12 ft
4:14.0,,,107-105,,Personal foul by B. Adebayo (drawn by B. Biyombo)
4:01.0,J. Simmons makes 2-pt shot from 1 ft,2,109-105,,
3:42.0,,,109-105,,T. Johnson misses 3-pt shot from 23 ft
3:38.0,,,109-105,,Offensive rebound by J. Winslow
3:38.0,,,109-107,2,J. Winslow makes 2-pt shot at rim
3:15.0,Turnover by J. Simmons (lost ball; steal by B. Adebayo),,109-107,,
2:53.0,,,109-109,2,J. Richardson makes 2-pt shot from 1 ft
2:35.0,E. Fournier misses 3-pt shot from 28 ft,,109-109,,
2:32.0,,,109-109,,Defensive rebound by J. Winslow
2:10.0,,,109-109,,J. Winslow misses 2-pt shot from 13 ft
2:08.0,Defensive rebound by B. Biyombo,,109-109,,
1:55.0,E. Payton misses 2-pt shot from 4 ft,,109-109,,
1:53.0,,,109-109,,Defensive rebound by B. Adebayo
1:39.0,,,109-109,,J. Richardson misses 2-pt shot from 1 ft
1:37.0,Defensive rebound by E. Fournier,,109-109,,
1:31.0,J. Simmons makes 2-pt shot from 1 ft (assist by E. Fournier),2,111-109,,
1:16.0,,,111-109,,T. Johnson misses 3-pt shot from 23 ft
1:13.0,Defensive rebound by B. Biyombo,,111-109,,
0:54.0,M. Hezonja misses 3-pt shot from 27 ft,,111-109,,
0:52.0,,,111-109,,Defensive rebound by B. Adebayo
0:48.0,,,111-109,,Miami full timeout
0:48.0,,,111-109,,W. Ellington enters the game for T. Johnson
0:33.0,,,111-109,,Turnover by G. Dragic (bad pass; steal by J. Simmons)
0:14.0,E. Fournier misses 2-pt shot from 1 ft (block by B. Adebayo),,111-109,,
0:14.0,Offensive rebound by Team,,111-109,,
0:14.0,Orlando full timeout,,111-109,,
0:14.0,D. Augustin enters the game for E. Payton,,111-109,,
0:14.0,M. Speights enters the game for B. Biyombo,,111-109,,
0:13.0,Turnover by M. Speights (out of bounds lost ball),,111-109,,
0:13.0,,,111-109,,Miami full timeout
0:13.0,,,111-109,,T. Johnson enters the game for B. Adebayo
0:13.0,B. Biyombo enters the game for D. Augustin,,111-109,,
0:13.0,E. Payton enters the game for M. Speights,,111-109,,
0:06.0,,,111-109,,J. Richardson misses 2-pt shot from 10 ft
0:02.0,,,111-109,,Offensive rebound by T. Johnson
0:02.0,,,111-109,,T. Johnson misses 2-pt shot from 6 ft (block by B. Biyombo)
0:01.0,,,111-109,,Offensive rebound by J. Winslow
0:01.0,,,111-109,,Turnover by J. Winslow (bad pass; steal by B. Biyombo)
