time,Orlando,pts.away,score,pts.home,Atlanta
2:49.0,,,108-106,,Shooting foul by E. Payton (drawn by E. Ilyasova)
2:49.0,,,108-106,,E. Ilyasova misses free throw 1 of 2
2:49.0,,,108-106,,Offensive rebound by Team
2:49.0,,,108-107,1,E. Ilyasova makes free throw 2 of 2
2:30.0,N. Vucevic misses 3-pt shot from 25 ft,,108-107,,
2:28.0,,,108-107,,Defensive rebound by Team
2:28.0,,,108-107,,K. Bazemore enters the game for T. Cavanaugh
2:12.0,,,108-107,,D. Schroder misses 2-pt shot from 1 ft
2:09.0,Defensive rebound by N. Vucevic,,108-107,,
1:48.0,M. Hezonja misses 3-pt shot from 24 ft,,108-107,,
1:44.0,,,108-107,,Defensive rebound by K. Bazemore
1:33.0,,,108-107,,Shooting foul by N. Vucevic (drawn by E. Ilyasova)
1:33.0,,,108-108,1,E. Ilyasova makes free throw 1 of 2
1:33.0,,,108-108,,D. Bembry enters the game for M. Belinelli
1:33.0,D. Augustin enters the game for M. Hezonja,,108-108,,
1:33.0,,,108-108,,E. Ilyasova misses free throw 2 of 2
1:30.0,Defensive rebound by N. Vucevic,,108-108,,
1:12.0,N. Vucevic makes 2-pt shot from 4 ft (assist by J. Simmons),2,110-108,,
1:06.0,,,110-108,,Atlanta full timeout
1:06.0,,,110-108,,M. Belinelli enters the game for D. Bembry
0:56.0,,,110-108,,Shooting foul by E. Payton (drawn by D. Schroder)
0:56.0,,,110-109,1,D. Schroder makes free throw 1 of 2
0:56.0,,,110-109,,D. Bembry enters the game for M. Belinelli
0:56.0,,,110-110,1,D. Schroder makes free throw 2 of 2
0:45.0,,,110-110,,Loose ball foul by K. Bazemore (drawn by J. Simmons)
0:45.0,Orlando full timeout,,110-110,,
0:37.0,Turnover by J. Simmons (bad pass; steal by K. Bazemore),,110-110,,
0:36.0,,,110-112,2,K. Bazemore makes 2-pt shot at rim
0:23.0,S. Mack misses 3-pt shot from 22 ft (block by T. Waller-Prince),,110-112,,
0:21.0,,,110-112,,Defensive rebound by K. Bazemore
0:21.0,Personal take foul by N. Vucevic (drawn by K. Bazemore),,110-112,,
0:21.0,,,110-113,1,K. Bazemore makes free throw 1 of 2
0:21.0,,,110-114,1,K. Bazemore makes free throw 2 of 2
0:21.0,Orlando full timeout,,110-114,,
0:19.0,Turnover by E. Payton (bad pass; steal by K. Bazemore),,110-114,,
0:18.0,,,110-116,2,K. Bazemore makes 2-pt shot from 1 ft
0:13.0,E. Payton misses 3-pt shot from 25 ft,,110-116,,
0:09.0,,,110-116,,Defensive rebound by T. Waller-Prince
0:09.0,Personal take foul by S. Mack (drawn by D. Schroder),,110-116,,
0:09.0,,,110-117,1,D. Schroder makes free throw 1 of 2
0:09.0,,,110-117,,T. Cavanaugh enters the game for E. Ilyasova
0:09.0,,,110-117,,D. Schroder misses free throw 2 of 2
0:07.0,Defensive rebound by S. Mack,,110-117,,
0:03.0,J. Simmons misses 3-pt shot from 25 ft,,110-117,,
0:03.0,,,110-117,,Defensive rebound by T. Cavanaugh
