time,Memphis,pts.away,score,pts.home,Houston
2:46.0,,,88-88,,Turnover by J. Harden (offensive foul)
2:46.0,,,88-88,,Technical foul by J. Harden
2:46.0,Technical foul by M. Chalmers,,88-88,,
2:35.0,J. Ennis makes 2-pt shot from 3 ft (assist by M. Conley),2,90-88,,
2:35.0,Shooting foul by R. Anderson (drawn by J. Ennis),,90-88,,
2:35.0,,,90-88,,C. Capela enters the game for R. Anderson
2:35.0,J. Ennis makes free throw 1 of 1,1,91-88,,
2:22.0,,,91-90,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
2:03.0,M. Conley makes 3-pt shot from 26 ft,3,94-90,,
1:48.0,Personal block foul by J. Ennis (drawn by J. Harden),,94-90,,
1:33.0,,,94-90,,T. Ariza misses 3-pt shot from 25 ft
1:33.0,,,94-90,,Offensive rebound by Team
1:33.0,,,94-90,,Turnover by Team (shot clock)
1:16.0,M. Conley misses 3-pt shot from 25 ft,,94-90,,
1:14.0,,,94-90,,Defensive rebound by Team
1:00.0,,,94-90,,Turnover by J. Harden (bad pass)
0:47.0,,,94-90,,Personal foul by E. Gordon (drawn by M. Conley)
0:47.0,Memphis full timeout,,94-90,,
0:34.0,M. Gasol misses 2-pt shot from 18 ft,,94-90,,
0:32.0,,,94-90,,Defensive rebound by J. Harden
0:29.0,,,94-90,,J. Harden misses 2-pt shot from 2 ft (block by M. Gasol)
0:29.0,Defensive rebound by M. Conley,,94-90,,
0:25.0,,,94-90,,Personal foul by C. Capela (drawn by M. Conley)
0:25.0,M. Conley makes free throw 1 of 2,1,95-90,,
0:25.0,M. Conley makes free throw 2 of 2,1,96-90,,
0:25.0,,,96-90,,Houston full timeout
0:25.0,,,96-90,,L. Mbah a Moute enters the game for P. Tucker
0:25.0,,,96-90,,R. Anderson enters the game for C. Capela
0:17.0,,,96-90,,R. Anderson misses 3-pt shot from 26 ft
0:14.0,Defensive rebound by M. Chalmers,,96-90,,
0:10.0,,,96-90,,Personal take foul by R. Anderson (drawn by M. Conley)
0:10.0,M. Conley makes free throw 1 of 2,1,97-90,,
0:10.0,M. Conley makes free throw 2 of 2,1,98-90,,
0:10.0,,,98-90,,Houston full timeout
0:10.0,,,98-90,,C. Capela enters the game for L. Mbah a Moute
0:09.0,,,98-90,,E. Gordon misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by M. Conley,,98-90,,
