time,Toronto,pts.away,score,pts.home,Boston
3:13.0,D. DeRozan misses 2-pt shot from 16 ft,,88-89,,
3:10.0,,,88-89,,Defensive rebound by J. Tatum
2:58.0,Violation by O. Anunoby (kicked ball),,88-89,,
2:46.0,,,88-91,2,A. Horford makes 2-pt shot from 1 ft (assist by T. Rozier)
2:27.0,D. DeRozan makes 2-pt shot from 15 ft,2,90-91,,
2:09.0,,,90-93,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart)
1:48.0,Turnover by D. DeRozan (lost ball; steal by A. Horford),,90-93,,
1:26.0,,,90-95,2,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier)
1:26.0,Toronto full timeout,,90-95,,
1:26.0,C. Miles enters the game for O. Anunoby,,90-95,,
1:18.0,K. Lowry makes 2-pt shot at rim,2,92-95,,
1:18.0,Away from play foul by S. Ibaka (drawn by M. Smart),,92-95,,
1:18.0,O. Anunoby enters the game for C. Miles,,92-95,,
0:58.0,,,92-95,,Turnover by A. Horford (lost ball; steal by S. Ibaka)
0:56.0,Shooting foul by M. Smart (drawn by O. Anunoby),,92-95,,
0:56.0,O. Anunoby makes free throw 1 of 2,1,93-95,,
0:56.0,O. Anunoby makes free throw 2 of 2,1,94-95,,
0:56.0,,,94-95,,Boston full timeout
0:37.0,,,94-95,,M. Smart misses 2-pt shot from 12 ft
0:35.0,Defensive rebound by F. VanVleet,,94-95,,
0:19.0,D. DeRozan misses 2-pt shot from 18 ft,,94-95,,
0:16.0,,,94-95,,Defensive rebound by J. Tatum
0:13.0,,,94-95,,Offensive foul by J. Tatum (drawn by F. VanVleet)
0:13.0,,,94-95,,Turnover by J. Tatum (offensive foul)
0:13.0,C. Miles enters the game for O. Anunoby,,94-95,,
0:02.0,D. DeRozan misses 2-pt shot from 10 ft,,94-95,,
0:02.0,,,94-95,,Defensive rebound by M. Smart
