time,Golden State,pts.away,score,pts.home,Denver
5:46.0,S. Livingston misses 2-pt shot from 10 ft,,97-94,,
5:43.0,,,97-94,,Defensive rebound by W. Barton
5:29.0,,,97-94,,Shooting foul by S. Livingston (drawn by G. Harris)
5:29.0,,,97-95,1,G. Harris makes free throw 1 of 3
5:29.0,,,97-96,1,G. Harris makes free throw 2 of 3
5:29.0,S. Curry enters the game for K. Thompson,,97-96,,
5:29.0,,,97-97,1,G. Harris makes free throw 3 of 3
5:13.0,K. Durant makes 2-pt shot from 2 ft (assist by A. Iguodala),2,99-97,,
5:03.0,,,99-99,2,J. Murray makes 2-pt shot from 1 ft (assist by W. Barton)
4:45.0,D. Green misses 3-pt shot from 24 ft,,99-99,,
4:41.0,,,99-99,,Defensive rebound by G. Harris
4:39.0,,,99-99,,W. Barton misses 3-pt shot from 24 ft
4:33.0,Defensive rebound by S. Curry,,99-99,,
4:29.0,Turnover by S. Curry (out of bounds lost ball),,99-99,,
4:29.0,N. Young enters the game for A. Iguodala,,99-99,,
4:29.0,K. Looney enters the game for S. Livingston,,99-99,,
4:12.0,,,99-102,3,W. Barton makes 3-pt shot from 24 ft (assist by N. Jokic)
4:10.0,Golden State full timeout,,99-102,,
3:57.0,Shooting foul by W. Chandler (drawn by S. Curry),,99-102,,
3:57.0,S. Curry misses free throw 1 of 2,,99-102,,
3:57.0,Offensive rebound by Team,,99-102,,
3:57.0,S. Curry makes free throw 2 of 2,1,100-102,,
3:34.0,,,100-102,,W. Barton misses 2-pt shot from 4 ft (block by D. Green)
3:34.0,,,100-102,,Offensive rebound by Team
3:34.0,K. Thompson enters the game for K. Looney,,100-102,,
3:31.0,,,100-102,,Turnover by W. Barton (bad pass; steal by K. Thompson)
3:25.0,N. Young makes 2-pt shot from 2 ft (assist by D. Green),2,102-102,,
3:05.0,,,102-104,2,W. Barton makes 2-pt shot from 5 ft
2:57.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,104-104,,
2:35.0,,,104-104,,N. Jokic misses 2-pt shot from 4 ft
2:32.0,,,104-104,,Offensive rebound by J. Murray
2:14.0,,,104-104,,G. Harris misses 2-pt shot from 2 ft (block by K. Durant)
2:12.0,,,104-104,,Offensive rebound by N. Jokic
2:10.0,,,104-107,3,N. Jokic makes 3-pt shot from 22 ft
1:54.0,S. Curry misses 3-pt shot from 25 ft,,104-107,,
1:51.0,,,104-107,,Defensive rebound by J. Murray
1:36.0,Personal foul by N. Young (drawn by N. Jokic),,104-107,,
1:36.0,,,104-108,1,N. Jokic makes free throw 1 of 2
1:36.0,,,104-109,1,N. Jokic makes free throw 2 of 2
1:32.0,Shooting foul by W. Chandler (drawn by K. Durant),,104-109,,
1:32.0,,,104-109,,T. Lyles enters the game for W. Chandler
1:32.0,K. Durant misses free throw 1 of 2,,104-109,,
1:32.0,Offensive rebound by Team,,104-109,,
1:32.0,K. Durant makes free throw 2 of 2,1,105-109,,
1:11.0,,,105-109,,G. Harris misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by K. Durant,,105-109,,
0:58.0,Turnover by D. Green (bad pass; steal by G. Harris),,105-109,,
0:38.0,,,105-109,,W. Barton misses 2-pt shot from 12 ft
0:34.0,Defensive rebound by N. Young,,105-109,,
0:30.0,N. Young misses 3-pt shot from 25 ft,,105-109,,
0:28.0,,,105-109,,Defensive rebound by Team
0:28.0,Technical foul by N. Young,,105-109,,
0:28.0,,,105-110,1,J. Murray makes technical free throw
0:28.0,Technical foul by K. Durant,,105-110,,
0:28.0,,,105-111,1,J. Murray makes technical free throw
0:25.0,Personal take foul by S. Curry (drawn by J. Murray),,105-111,,
0:25.0,,,105-112,1,J. Murray makes free throw 1 of 2
0:25.0,,,105-112,,T. Craig enters the game for N. Jokic
0:25.0,,,105-113,1,J. Murray makes free throw 2 of 2
0:25.0,Golden State full timeout,,105-113,,
0:25.0,,,105-113,,M. Beasley enters the game for T. Lyles
0:21.0,S. Curry makes 3-pt shot from 31 ft (assist by D. Green),3,108-113,,
0:18.0,Personal take foul by N. Young (drawn by J. Murray),,108-113,,
0:18.0,,,108-114,1,J. Murray makes free throw 1 of 2
0:18.0,,,108-115,1,J. Murray makes free throw 2 of 2
0:18.0,Golden State full timeout,,108-115,,
0:16.0,,,108-115,,Personal foul by J. Murray (drawn by D. Green)
0:16.0,D. Green misses free throw 1 of 2,,108-115,,
0:16.0,Offensive rebound by Team,,108-115,,
0:16.0,,,108-115,,N. Jokic enters the game for T. Craig
0:16.0,,,108-115,,T. Lyles enters the game for M. Beasley
0:16.0,D. Green misses free throw 2 of 2,,108-115,,
0:15.0,,,108-115,,Defensive rebound by W. Barton
