time,New York,pts.away,score,pts.home,Toronto
3:01.0,,,80-111,2,D. Wright makes 2-pt shot from 1 ft
2:50.0,Turnover by T. Burke (bad pass; steal by D. Wright),,80-111,,
2:50.0,Personal foul by I. Hicks (drawn by D. Wright),,80-111,,
2:50.0,,,80-111,,Toronto full timeout
2:50.0,L. Kornet enters the game for K. O'Quinn,,80-111,,
2:32.0,,,80-111,,F. VanVleet misses 2-pt shot from 4 ft (block by L. Kornet)
2:29.0,Defensive rebound by L. Kornet,,80-111,,
2:26.0,Shooting foul by L. Nogueira (drawn by I. Hicks),,80-111,,
2:26.0,I. Hicks makes free throw 1 of 2,1,81-111,,
2:26.0,I. Hicks misses free throw 2 of 2,,81-111,,
2:24.0,,,81-111,,Defensive rebound by N. Powell
2:03.0,,,81-111,,N. Powell misses 3-pt shot from 24 ft
2:01.0,Defensive rebound by L. Kornet,,81-111,,
1:42.0,F. Ntilikina misses 2-pt shot from 4 ft,,81-111,,
1:40.0,,,81-111,,Defensive rebound by N. Powell
1:27.0,,,81-111,,P. Siakam misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by T. Burke,,81-111,,
1:15.0,D. Dotson misses 3-pt shot from 22 ft,,81-111,,
1:12.0,,,81-111,,Defensive rebound by L. Nogueira
1:06.0,,,81-111,,N. Powell misses 3-pt shot from 22 ft
1:05.0,,,81-111,,Offensive rebound by L. Nogueira
1:05.0,,,81-113,2,L. Nogueira makes 2-pt shot at rim
0:58.0,T. Burke makes 2-pt shot from 12 ft,2,83-113,,
0:47.0,,,83-113,,L. Nogueira misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by T. Burke,,83-113,,
0:35.0,T. Burke makes 2-pt shot from 14 ft,2,85-113,,
0:25.0,,,85-113,,F. VanVleet misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by D. Dotson,,85-113,,
0:15.0,T. Burke makes 3-pt shot from 25 ft (assist by D. Dotson),3,88-113,,
