time,New Orleans,pts.away,score,pts.home,San Antonio
2:58.0,,,108-113,,Turnover by D. Murray (out of bounds lost ball)
2:48.0,J. Holiday makes 2-pt shot from 1 ft,2,110-113,,
2:30.0,,,110-113,,Turnover by M. Ginobili (bad pass)
2:21.0,J. Holiday makes 2-pt shot from 2 ft,2,112-113,,
2:00.0,,,112-113,,R. Gay misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by E. Moore,,112-113,,
1:53.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,114-113,,
1:31.0,,,114-116,3,D. Murray makes 3-pt shot from 23 ft (assist by D. Bertans)
1:12.0,E. Moore makes 3-pt shot from 24 ft (assist by I. Clark),3,117-116,,
0:56.0,,,117-116,,P. Mills misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by I. Clark,,117-116,,
0:41.0,J. Holiday misses 2-pt shot from 13 ft,,117-116,,
0:37.0,Offensive rebound by A. Davis,,117-116,,
0:37.0,A. Davis misses 2-pt shot at rim,,117-116,,
0:37.0,,,117-116,,Defensive rebound by M. Ginobili
0:37.0,Personal foul by J. Holiday (drawn by M. Ginobili),,117-116,,
0:37.0,,,117-116,,San Antonio full timeout
0:37.0,,,117-116,,K. Anderson enters the game for D. Bertans
0:29.0,,,117-116,,D. Bertans enters the game for K. Anderson
0:26.0,,,117-116,,Turnover by P. Mills (bad pass; steal by D. Miller)
0:23.0,,,117-116,,Personal foul by M. Ginobili (drawn by J. Holiday)
0:23.0,R. Rondo enters the game for E. Moore,,117-116,,
0:23.0,New Orleans full timeout,,117-116,,
0:23.0,,,117-116,,K. Anderson enters the game for D. Bertans
0:22.0,,,117-116,,Personal foul by D. Murray (drawn by J. Holiday)
0:22.0,J. Holiday misses free throw 1 of 2,,117-116,,
0:22.0,Offensive rebound by Team,,117-116,,
0:22.0,,,117-116,,J. Lauvergne enters the game for P. Mills
0:22.0,E. Moore enters the game for R. Rondo,,117-116,,
0:22.0,J. Holiday misses free throw 2 of 2,,117-116,,
0:20.0,Offensive rebound by A. Davis,,117-116,,
0:20.0,,,117-116,,Personal foul by J. Lauvergne (drawn by A. Davis)
0:20.0,A. Davis makes free throw 1 of 2,1,118-116,,
0:20.0,A. Davis makes free throw 2 of 2,1,119-116,,
0:20.0,,,119-116,,San Antonio full timeout
0:20.0,,,119-116,,D. Green enters the game for D. Murray
0:20.0,,,119-116,,P. Mills enters the game for J. Lauvergne
0:17.0,,,119-116,,P. Mills misses 3-pt shot from 26 ft
0:15.0,,,119-116,,Offensive rebound by K. Anderson
0:04.0,,,119-116,,R. Gay misses 3-pt shot from 29 ft
0:03.0,Defensive rebound by A. Davis,,119-116,,
0:03.0,,,119-116,,Personal foul by M. Ginobili (drawn by A. Davis)
0:03.0,A. Davis makes free throw 1 of 2,1,120-116,,
0:03.0,A. Davis makes free throw 2 of 2,1,121-116,,
0:00.0,,,121-116,,M. Ginobili misses 3-pt shot from 41 ft
0:00.0,,,121-116,,Offensive rebound by Team
