time,New York,pts.away,score,pts.home,Brooklyn
9:40.0,,,91-81,,Brooklyn full timeout
9:40.0,,,91-81,,S. Dinwiddie enters the game for C. LeVert
9:40.0,,,91-81,,Q. Acy enters the game for D. Carroll
9:18.0,,,91-81,,J. Allen misses 2-pt shot from 2 ft
9:15.0,Defensive rebound by M. Beasley,,91-81,,
9:07.0,Offensive foul by M. Beasley (drawn by S. Dinwiddie),,91-81,,
9:07.0,Turnover by M. Beasley (offensive foul),,91-81,,
8:58.0,,,91-81,,S. Dinwiddie misses 2-pt shot from 10 ft (block by K. O'Quinn)
8:58.0,Defensive rebound by F. Ntilikina,,91-81,,
8:53.0,M. Beasley makes 2-pt shot from 2 ft,2,93-81,,
8:53.0,Shooting foul by A. Crabbe (drawn by M. Beasley),,93-81,,
8:53.0,M. Beasley makes free throw 1 of 1,1,94-81,,
8:36.0,,,94-83,2,S. Dinwiddie makes 2-pt shot from 1 ft
8:15.0,M. Beasley makes 3-pt shot from 22 ft (assist by D. McDermott),3,97-83,,
8:01.0,,,97-85,2,J. Harris makes 2-pt shot from 1 ft (assist by J. Allen)
7:43.0,M. Beasley misses 2-pt shot from 18 ft,,97-85,,
7:41.0,,,97-85,,Defensive rebound by J. Harris
7:30.0,,,97-85,,S. Dinwiddie misses 2-pt shot from 2 ft
7:29.0,Defensive rebound by K. O'Quinn,,97-85,,
7:22.0,M. Beasley makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,99-85,,
7:10.0,,,99-88,3,J. Harris makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
6:53.0,Shooting foul by A. Crabbe (drawn by D. McDermott),,99-88,,
6:53.0,,,99-88,,Brooklyn full timeout
6:53.0,,,99-88,,R. Hollis-Jefferson enters the game for A. Crabbe
6:53.0,,,99-88,,C. LeVert enters the game for J. Allen
6:53.0,,,99-88,,D. Carroll enters the game for Q. Acy
6:53.0,K. Porzingis enters the game for K. O'Quinn,,99-88,,
6:53.0,D. McDermott makes free throw 1 of 2,1,100-88,,
6:53.0,D. McDermott makes free throw 2 of 2,1,101-88,,
6:43.0,,,101-88,,S. Dinwiddie misses 2-pt shot from 2 ft
6:40.0,Defensive rebound by K. Porzingis,,101-88,,
6:36.0,M. Beasley makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,103-88,,
6:13.0,,,103-88,,S. Dinwiddie misses 2-pt shot from 3 ft (block by K. Porzingis)
6:10.0,Defensive rebound by M. Beasley,,103-88,,
6:06.0,R. Baker makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,105-88,,
6:06.0,,,105-88,,Brooklyn full timeout
6:06.0,,,105-88,,A. Crabbe enters the game for J. Harris
5:49.0,,,105-88,,C. LeVert misses 2-pt shot from 19 ft
5:47.0,Defensive rebound by M. Beasley,,105-88,,
5:33.0,Shooting foul by A. Crabbe (drawn by D. McDermott),,105-88,,
5:33.0,D. McDermott makes free throw 1 of 2,1,106-88,,
5:33.0,D. McDermott makes free throw 2 of 2,1,107-88,,
5:20.0,,,107-88,,D. Carroll misses 2-pt shot from 1 ft
5:19.0,,,107-88,,Offensive rebound by D. Carroll
5:19.0,,,107-90,2,D. Carroll makes 2-pt shot from 1 ft
5:07.0,,,107-90,,Personal foul by R. Hollis-Jefferson (drawn by K. Porzingis)
5:02.0,K. Porzingis makes 2-pt shot at rim (assist by F. Ntilikina),2,109-90,,
4:51.0,,,109-90,,Turnover by C. LeVert (bad pass)
4:36.0,K. Porzingis misses 2-pt shot from 3 ft,,109-90,,
4:36.0,Offensive rebound by K. Porzingis,,109-90,,
4:36.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Porzingis),,109-90,,
4:36.0,,,109-90,,N. Stauskas enters the game for R. Hollis-Jefferson
4:36.0,K. Porzingis makes free throw 1 of 2,1,110-90,,
4:36.0,,,110-90,,Q. Acy enters the game for D. Carroll
4:36.0,K. Porzingis makes free throw 2 of 2,1,111-90,,
4:20.0,,,111-90,,M. Doyle enters the game for S. Dinwiddie
4:13.0,,,111-92,2,C. LeVert makes 2-pt shot at rim
3:50.0,M. Beasley misses 2-pt shot from 1 ft,,111-92,,
3:48.0,Offensive rebound by M. Beasley,,111-92,,
3:48.0,M. Beasley makes 2-pt shot at rim,2,113-92,,
3:29.0,,,113-92,,A. Crabbe misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by D. McDermott,,113-92,,
3:10.0,Turnover by M. Beasley (out of bounds lost ball),,113-92,,
2:54.0,,,113-92,,M. Doyle misses 3-pt shot from 24 ft
2:52.0,Defensive rebound by D. McDermott,,113-92,,
2:38.0,K. Porzingis misses 3-pt shot from 24 ft,,113-92,,
2:35.0,,,113-92,,Defensive rebound by C. LeVert
2:29.0,,,113-95,3,C. LeVert makes 3-pt shot from 24 ft
2:02.0,K. Porzingis misses 2-pt shot from 2 ft,,113-95,,
1:59.0,,,113-95,,Defensive rebound by M. Doyle
1:58.0,,,113-97,2,M. Doyle makes 2-pt shot from 6 ft
1:58.0,,,113-97,,Shooting foul by R. Baker (drawn by M. Doyle)
1:58.0,New York full timeout,,113-97,,
1:58.0,T. Burke enters the game for K. Porzingis,,113-97,,
1:58.0,,,113-97,,M. Doyle misses free throw 1 of 1
1:55.0,Defensive rebound by M. Beasley,,113-97,,
1:36.0,T. Burke misses 2-pt shot from 11 ft,,113-97,,
1:35.0,Offensive rebound by M. Beasley,,113-97,,
1:35.0,M. Beasley makes 2-pt shot from 1 ft,2,115-97,,
1:26.0,,,115-100,3,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert)
1:10.0,M. Beasley makes 2-pt shot at rim (assist by F. Ntilikina),2,117-100,,
1:04.0,,,117-100,,Shooting foul by F. Ntilikina (drawn by Q. Acy)
1:04.0,,,117-100,,Q. Acy misses free throw 1 of 2
1:04.0,,,117-100,,Offensive rebound by Team
1:04.0,,,117-101,1,Q. Acy makes free throw 2 of 2
0:48.0,Shooting foul by Q. Acy (drawn by T. Burke),,117-101,,
0:48.0,T. Burke makes free throw 1 of 2,1,118-101,,
0:48.0,T. Burke makes free throw 2 of 2,1,119-101,,
0:39.0,,,119-104,3,C. LeVert makes 3-pt shot from 23 ft (assist by N. Stauskas)
0:19.0,F. Ntilikina misses 2-pt shot from 16 ft,,119-104,,
0:16.0,Offensive rebound by R. Baker,,119-104,,
