time,Chicago,pts.away,score,pts.home,Milwaukee
5:32.0,,,98-98,3,R. Vaughn makes 3-pt shot from 27 ft (assist by E. Bledsoe)
5:12.0,N. Mirotic misses 2-pt shot from 19 ft,,98-98,,
5:08.0,,,98-98,,Defensive rebound by E. Bledsoe
5:01.0,,,98-100,2,K. Middleton makes 2-pt shot at rim (assist by M. Brogdon)
5:01.0,Chicago full timeout,,98-100,,
4:51.0,K. Dunn makes 2-pt shot at rim,2,100-100,,
4:51.0,Shooting foul by M. Brogdon (drawn by K. Dunn),,100-100,,
4:51.0,K. Dunn makes free throw 1 of 1,1,101-100,,
4:43.0,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),,101-100,,
4:28.0,,,101-100,,M. Brogdon misses 3-pt shot from 27 ft
4:25.0,Defensive rebound by D. Nwaba,,101-100,,
4:11.0,N. Mirotic misses 2-pt shot from 8 ft,,101-100,,
4:05.0,Offensive rebound by B. Portis,,101-100,,
4:05.0,B. Portis misses 2-pt shot at rim,,101-100,,
4:04.0,,,101-100,,Defensive rebound by R. Vaughn
3:45.0,,,101-100,,E. Bledsoe misses 2-pt shot from 12 ft
3:45.0,,,101-100,,Offensive rebound by G. Antetokounmpo
3:45.0,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),,101-100,,
3:36.0,,,101-102,2,K. Middleton makes 2-pt shot from 12 ft (assist by G. Antetokounmpo)
3:22.0,Shooting foul by M. Brogdon (drawn by J. Holiday),,101-102,,
3:22.0,J. Holiday makes free throw 1 of 3,1,102-102,,
3:22.0,J. Holiday makes free throw 2 of 3,1,103-102,,
3:22.0,J. Holiday makes free throw 3 of 3,1,104-102,,
3:10.0,,,104-104,2,K. Middleton makes 2-pt shot from 1 ft (assist by E. Bledsoe)
2:58.0,Shooting foul by K. Middleton (drawn by B. Portis),,104-104,,
2:58.0,B. Portis makes free throw 1 of 2,1,105-104,,
2:58.0,B. Portis makes free throw 2 of 2,1,106-104,,
2:49.0,,,106-104,,Turnover by E. Bledsoe (lost ball; steal by K. Dunn)
2:42.0,N. Mirotic makes 3-pt shot from 27 ft (assist by K. Dunn),3,109-104,,
2:42.0,,,109-104,,Milwaukee full timeout
2:23.0,,,109-104,,R. Vaughn misses 3-pt shot from 23 ft
2:18.0,Defensive rebound by D. Nwaba,,109-104,,
2:08.0,Offensive charge foul by K. Dunn (drawn by E. Bledsoe),,109-104,,
2:08.0,Turnover by K. Dunn (offensive foul),,109-104,,
1:49.0,,,109-104,,G. Antetokounmpo misses 3-pt shot from 26 ft
1:46.0,Defensive rebound by B. Portis,,109-104,,
1:28.0,N. Mirotic misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,109-104,,
1:24.0,,,109-104,,Defensive rebound by G. Antetokounmpo
1:24.0,,,109-104,,Shooting foul by K. Dunn (drawn by K. Middleton)
1:24.0,J. Grant enters the game for K. Dunn,,109-104,,
1:24.0,,,109-105,1,K. Middleton makes free throw 1 of 3
1:24.0,,,109-106,1,K. Middleton makes free throw 2 of 3
1:24.0,,,109-107,1,K. Middleton makes free throw 3 of 3
1:07.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Holiday),2,111-107,,
1:07.0,Shooting foul by R. Vaughn (drawn by N. Mirotic),,111-107,,
1:07.0,N. Mirotic makes free throw 1 of 1,1,112-107,,
0:51.0,,,112-107,,E. Bledsoe misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by B. Portis,,112-107,,
0:26.0,J. Holiday misses 3-pt shot from 23 ft,,112-107,,
0:26.0,,,112-107,,Defensive rebound by M. Brogdon
0:26.0,,,112-107,,Milwaukee full timeout
0:22.0,,,112-107,,R. Vaughn misses 3-pt shot from 27 ft
0:18.0,Defensive rebound by J. Grant,,112-107,,
0:13.0,,,112-107,,Personal take foul by M. Brogdon (drawn by N. Mirotic)
0:13.0,N. Mirotic makes free throw 1 of 2,1,113-107,,
0:13.0,N. Mirotic misses free throw 2 of 2,,113-107,,
0:11.0,,,113-107,,Defensive rebound by G. Antetokounmpo
0:08.0,,,113-107,,Shooting foul by D. Nwaba (drawn by G. Antetokounmpo)
0:08.0,,,113-108,1,G. Antetokounmpo makes free throw 1 of 2
0:08.0,D. Valentine enters the game for D. Nwaba,,113-108,,
0:08.0,,,113-109,1,G. Antetokounmpo makes free throw 2 of 2
0:07.0,Chicago full timeout,,113-109,,
0:07.0,,,113-109,,Personal take foul by E. Bledsoe (drawn by N. Mirotic)
0:07.0,N. Mirotic makes free throw 1 of 2,1,114-109,,
0:07.0,D. Nwaba enters the game for D. Valentine,,114-109,,
0:07.0,N. Mirotic makes free throw 2 of 2,1,115-109,,
0:01.0,,,115-109,,K. Middleton misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by B. Portis,,115-109,,
