time,Philadelphia,pts.away,score,pts.home,Brooklyn
6:38.0,,,109-85,,Brooklyn full timeout
6:38.0,,,109-85,,N. Stauskas enters the game for D. Russell
6:38.0,,,109-85,,J. Harris enters the game for S. Dinwiddie
6:38.0,,,109-85,,T. Mozgov enters the game for D. Carroll
6:38.0,,,109-85,,Q. Acy enters the game for R. Hollis-Jefferson
6:38.0,,,109-85,,C. LeVert enters the game for A. Crabbe
6:14.0,,,109-85,,Turnover by C. LeVert (bad pass; steal by E. Ilyasova)
6:06.0,J. Redick misses 2-pt shot from 19 ft,,109-85,,
6:02.0,,,109-85,,Defensive rebound by N. Stauskas
6:00.0,,,109-85,,Offensive foul by T. Mozgov (drawn by E. Ilyasova)
6:00.0,,,109-85,,Turnover by T. Mozgov (offensive foul)
6:00.0,J. Anderson enters the game for D. Saric,,109-85,,
6:00.0,R. Holmes enters the game for J. Redick,,109-85,,
5:41.0,Turnover by B. Simmons (bad pass; steal by N. Stauskas),,109-85,,
5:33.0,Personal foul by B. Simmons (drawn by C. LeVert),,109-85,,
5:33.0,,,109-85,,C. LeVert misses free throw 1 of 2
5:33.0,,,109-85,,Offensive rebound by Team
5:33.0,T. McConnell enters the game for M. Belinelli,,109-85,,
5:33.0,T. Luwawu-Cabarrot enters the game for B. Simmons,,109-85,,
5:33.0,,,109-86,1,C. LeVert makes free throw 2 of 2
5:22.0,E. Ilyasova makes 2-pt shot from 3 ft (assist by T. Luwawu-Cabarrot),2,111-86,,
5:05.0,,,111-86,,C. LeVert misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by R. Holmes,,111-86,,
4:49.0,E. Ilyasova makes 2-pt shot from 20 ft (assist by T. McConnell),2,113-86,,
4:26.0,,,113-89,3,N. Stauskas makes 3-pt shot from 26 ft (assist by C. LeVert)
4:10.0,J. Anderson misses 2-pt shot from 17 ft,,113-89,,
4:07.0,Offensive rebound by T. McConnell,,113-89,,
4:07.0,T. McConnell makes 2-pt shot at rim,2,115-89,,
4:07.0,,,115-89,,Brooklyn full timeout
3:50.0,,,115-89,,Shooting foul by J. Anderson (drawn by J. Harris)
3:50.0,,,115-90,1,J. Harris makes free throw 1 of 2
3:50.0,,,115-91,1,J. Harris makes free throw 2 of 2
3:38.0,J. Anderson makes 3-pt shot from 22 ft (assist by T. Luwawu-Cabarrot),3,118-91,,
3:27.0,,,118-91,,J. Harris misses 3-pt shot from 25 ft
3:23.0,Defensive rebound by J. Anderson,,118-91,,
3:14.0,E. Ilyasova misses 3-pt shot from 25 ft,,118-91,,
3:11.0,,,118-91,,Defensive rebound by N. Stauskas
3:06.0,,,118-91,,N. Stauskas misses 2-pt shot from 6 ft
3:01.0,Defensive rebound by E. Ilyasova,,118-91,,
2:55.0,T. McConnell misses 2-pt shot from 2 ft,,118-91,,
2:53.0,,,118-91,,Defensive rebound by T. Mozgov
2:47.0,,,118-91,,N. Stauskas misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by J. Anderson,,118-91,,
2:31.0,R. Holmes misses 3-pt shot from 26 ft,,118-91,,
2:28.0,Offensive rebound by E. Ilyasova,,118-91,,
2:27.0,E. Ilyasova misses 2-pt shot from 4 ft,,118-91,,
2:27.0,Offensive rebound by Team,,118-91,,
2:27.0,,,118-91,,Loose ball foul by Q. Acy (drawn by E. Ilyasova)
2:24.0,Turnover by J. Anderson (bad pass; steal by C. LeVert),,118-91,,
2:21.0,,,118-93,2,C. LeVert makes 2-pt shot from 1 ft
2:21.0,Philadelphia full timeout,,118-93,,
2:09.0,T. McConnell makes 2-pt shot from 15 ft (assist by R. Holmes),2,120-93,,
1:49.0,,,120-93,,Turnover by J. Harris (bad pass)
1:32.0,R. Holmes misses 2-pt shot from 6 ft,,120-93,,
1:30.0,Offensive rebound by E. Ilyasova,,120-93,,
1:30.0,E. Ilyasova misses 2-pt shot from 8 ft,,120-93,,
1:30.0,,,120-93,,Defensive rebound by Team
1:30.0,Loose ball foul by E. Ilyasova (drawn by N. Stauskas),,120-93,,
1:30.0,,,120-94,1,N. Stauskas makes free throw 1 of 2
1:30.0,,,120-94,,N. Stauskas misses free throw 2 of 2
1:28.0,,,120-94,,Offensive rebound by Team
1:21.0,,,120-94,,J. Harris misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by E. Ilyasova,,120-94,,
1:01.0,R. Holmes misses 3-pt shot from 23 ft,,120-94,,
0:57.0,,,120-94,,Defensive rebound by Q. Acy
0:42.0,,,120-94,,Q. Acy misses 2-pt shot from 8 ft (block by R. Holmes)
0:39.0,Defensive rebound by E. Ilyasova,,120-94,,
0:37.0,J. Anderson misses 3-pt shot from 22 ft,,120-94,,
0:34.0,,,120-94,,Defensive rebound by C. LeVert
0:31.0,,,120-97,3,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert)
0:06.0,Turnover by Team (shot clock),,120-97,,
0:00.0,,,120-97,,T. Mozgov misses 2-pt shot from 3 ft
0:00.0,Defensive rebound by E. Ilyasova,,120-97,,
