time,LA Lakers,pts.away,score,pts.home,New Orleans
5:15.0,I. Thomas misses 2-pt shot from 5 ft,,118-117,,
5:09.0,Offensive rebound by J. Randle,,118-117,,
5:09.0,J. Randle makes 2-pt shot at rim,2,120-117,,
4:56.0,,,120-119,2,J. Holiday makes 2-pt shot from 11 ft
4:36.0,L. Ball misses 3-pt shot from 26 ft,,120-119,,
4:32.0,,,120-119,,Defensive rebound by C. Diallo
4:29.0,Personal foul by I. Thomas (drawn by R. Rondo),,120-119,,
4:29.0,B. Lopez enters the game for I. Thomas,,120-119,,
4:21.0,,,120-119,,C. Diallo misses 2-pt shot from 14 ft
4:18.0,Defensive rebound by K. Caldwell-Pope,,120-119,,
4:05.0,B. Lopez makes 3-pt shot from 27 ft (assist by L. Ball),3,123-119,,
3:53.0,,,123-121,2,A. Davis makes 2-pt shot from 13 ft (assist by J. Holiday)
3:31.0,J. Randle makes 2-pt shot from 5 ft (assist by K. Caldwell-Pope),2,125-121,,
3:22.0,,,125-121,,New Orleans full timeout
3:22.0,,,125-121,,New Orleans full timeout
3:08.0,,,125-121,,A. Davis misses 2-pt shot from 16 ft
3:08.0,Defensive rebound by J. Randle,,125-121,,
2:54.0,K. Caldwell-Pope misses 2-pt shot from 19 ft,,125-121,,
2:51.0,,,125-121,,Defensive rebound by A. Davis
2:28.0,,,125-124,3,R. Rondo makes 3-pt shot from 28 ft (assist by A. Davis)
2:13.0,L. Ball misses 3-pt shot from 26 ft,,125-124,,
2:08.0,,,125-124,,Defensive rebound by C. Diallo
2:01.0,,,125-126,2,R. Rondo makes 2-pt shot from 5 ft
1:48.0,,,125-126,,Personal foul by R. Rondo (drawn by B. Lopez)
1:36.0,J. Randle misses 2-pt shot from 7 ft,,125-126,,
1:33.0,,,125-126,,Defensive rebound by C. Diallo
1:17.0,,,125-126,,R. Rondo misses 2-pt shot from 16 ft
1:15.0,Defensive rebound by B. Lopez,,125-126,,
0:58.0,L. Ball misses 3-pt shot from 27 ft,,125-126,,
0:54.0,,,125-126,,Defensive rebound by E. Moore
0:33.0,Jump ball: E. Moore vs. K. Caldwell-Pope (C. Diallo gains possession),,,,Jump ball: E. Moore vs. K. Caldwell-Pope (C. Diallo gains possession)
0:31.0,,,125-126,,R. Rondo misses 2-pt shot from 21 ft
0:30.0,,,125-126,,Offensive rebound by Team
0:30.0,,,125-126,,Turnover by Team (shot clock)
0:17.0,L. Ball misses 3-pt shot from 27 ft,,125-126,,
0:13.0,,,125-126,,Defensive rebound by E. Moore
0:09.0,Personal foul by J. Randle (drawn by J. Holiday),,125-126,,
0:04.0,Personal foul by K. Caldwell-Pope (drawn by A. Davis),,125-126,,
0:04.0,,,125-127,1,A. Davis makes free throw 1 of 2
0:04.0,,,125-128,1,A. Davis makes free throw 2 of 2
0:04.0,LA Lakers full timeout,,125-128,,
0:04.0,,,125-128,,I. Clark enters the game for C. Diallo
0:04.0,I. Thomas enters the game for J. Randle,,125-128,,
0:00.0,Turnover by K. Caldwell-Pope (bad pass; steal by A. Davis),,125-128,,
